URI,Album,Song Name,Disc Number,Track Number,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
66tOfHVH3aUrscg8vExRV4,evermore,dorothea,1,8,71,False,0.605,0.488,4,-8.322000000000001,1,0.0264,0.696,0.0,0.129,0.354,119.966,225880,4
52OkpDsU6MmPx1AwGOb6Ap,evermore,cowboy like me,1,11,71,True,0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,275040,4
7J4b3LVCIGO4CMBDFLPoP6,Red,Holy Ground,1,11,71,False,0.622,0.809,9,-5.622999999999998,1,0.0638,0.0288,0.00218,0.109,0.511,156.894,202960,4
4bXCcoesMt8u99xMsbLr9U,1989,Clean,1,13,71,False,0.815,0.377,4,-7.754,1,0.0346,0.232,0.0,0.1,0.211,103.97,271000,4
4e5ayHsOLJNLTGfjau2mEw,Red,The Lucky One,1,13,70,False,0.6859999999999999,0.5710000000000001,4,-7.138,1,0.05,0.066,0.0,0.0608,0.5379999999999999,117.889,240467,4
6iiAfo4wTA2CVC3Uwx9uh8,Fearless,You're Not Sorry,1,9,70,False,0.506,0.444,6,-4.99,1,0.0285,0.0538,0.0,0.123,0.241,133.873,261843,4
0NRHj8hDwwmSPaA41o379r,Red,The Moment I Knew,1,17,70,False,0.636,0.402,7,-7.855,1,0.031,0.0494,0.0,0.107,0.208,125.952,285280,4
7A2cNLRT0YJc1yjxHlKihs,Red,Starlight,1,15,70,False,0.628,0.685,4,-5.864,1,0.0358,0.00324,0.0,0.18,0.605,126.014,220413,4
08fa9LFcFBTcilB3iq2e2A,folklore,epiphany,1,13,70,False,0.354,0.267,1,-13.69,1,0.0281,0.731,0.000402,0.0858,0.113,94.219,289749,4
6wfugRLamFsTRbPcCpNnP7,1989,How You Get The Girl,1,10,70,False,0.765,0.6559999999999999,5,-6.112,1,0.0504,0.00364,0.00868,0.0918,0.545,119.997,247533,4
3oGVx9RBmiYGv5ZCecWLkx,Red,Forever Winter,1,27,70,False,0.611,0.552,7,-5.8279999999999985,1,0.031,0.256,0.0,0.134,0.41,116.012,263533,4
1cSFlSBdpT4F5vb1frQ231,Fearless,The Other Side Of The Door,1,19,70,False,0.4320000000000001,0.873,4,-4.367,1,0.0577,0.0279,0.0,0.16699999999999998,0.629,163.93599999999995,238444,4
7zMcNqs55Mxer82bvZFkpg,Taylor Swift,Teardrops On My Guitar,1,3,69,False,0.621,0.417,10,-6.941,1,0.0231,0.28800000000000003,0.0,0.119,0.289,99.953,203040,4
16MVSD0mGI4RMQT83Qzm69,Taylor Swift,Should've Said No,1,9,69,False,0.476,0.777,4,-3.771,0,0.0289,0.0103,0.0,0.196,0.472,167.96400000000003,242200,4
2m3ObD945KvpE5y9A1eUWm,Fearless,Jump Then Fall,1,14,69,False,0.5720000000000001,0.69,2,-6.2010000000000005,1,0.0358,0.0474,0.0,0.0897,0.624,160.111,237580,4
7eResoqEJJAVTkQYSqvO3P,Fearless,That's When (Ft. Keith Urban),1,24,69,False,0.588,0.608,5,-7.062,1,0.0365,0.225,0.0,0.092,0.508,90.201,189496,4
6Nde5KuTXyB7jlPO4upaBo,1989,Out Of The Woods,1,4,69,False,0.5529999999999999,0.841,7,-6.937,1,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,235800,4
4uuEGH5SVuzkkSFjo2DEiY,Fearless,Don't You,1,25,69,False,0.563,0.473,3,-11.548,1,0.0503,0.514,1.2e-05,0.109,0.405,101.934,208609,4
6a8aUhYbaQBUI8PcJ5ZmQ6,evermore,closure,1,14,69,False,0.6890000000000001,0.7040000000000001,9,-10.813,1,0.245,0.835,4.83e-06,0.134,0.92,151.884,180653,5
2sC2P3BN0IXujNaaSyDmtP,1989,Blank Space,1,2,69,False,0.76,0.703,5,-5.412000000000001,1,0.054000000000000006,0.103,0.0,0.0913,0.57,95.997,231827,4
7HC7R2D8WjXVcUHJyEGjRs,Fearless,Breathe (Ft. Colbie Caillat),1,7,69,False,0.506,0.626,1,-6.066,1,0.0287,0.156,0.0,0.228,0.321,148.035,263377,4
2zfgVd034GlUvk7LqBHl6u,1989,I Know Places,1,12,69,False,0.602,0.755,0,-4.9910000000000005,1,0.071,0.245,0.0,0.17800000000000002,0.495,159.965,195707,4
2JoJrsEV15OzbijS47lids,Fearless,Today Was A Fairytale,1,20,68,False,0.482,0.779,7,-5.025,1,0.0409,0.0135,0.0,0.29600000000000004,0.328,158.162,241822,4
34V9RiEPe8MNdU32qJsJa1,Fearless,We Were Happy,1,23,68,False,0.609,0.373,0,-8.818999999999997,1,0.0263,0.8490000000000001,0.0,0.0779,0.13,106.007,244237,4
0tQ9vBYpldCuikPsbgOVKA,Fearless,Untouchable,1,15,68,False,0.393,0.531,5,-6.112,1,0.0329,0.0181,0.0,0.16899999999999998,0.224,200.391,312107,4
0Om9WAB5RS09L80DyOfTNa,Taylor Swift,Tim McGraw,1,1,68,False,0.58,0.491,0,-6.4620000000000015,1,0.0251,0.575,0.0,0.121,0.425,76.009,232107,4
0DMVrlMUn01M0IcpDbwgu7,Red,Girl At Home,1,19,68,False,0.691,0.736,5,-6.974,1,0.0326,0.00955,1.88e-05,0.101,0.612,125.089,220520,4
0k0vFacOHNuArLWMiH60p7,Fearless,Tell Me Why,1,8,68,False,0.578,0.909,7,-3.669,1,0.0628,0.0222,0.0,0.333,0.541,100.023,200576,4
4qUijfYU8EoIWiY6oSyrgT,Fearless,Bye Bye Baby,1,26,68,False,0.624,0.624,5,-7.86,1,0.0539,0.334,0.0,0.0995,0.527,80.132,242158,4
6ON9UuIq49xXY9GPmHIYRp,Fearless,The Best Day,1,12,67,False,0.642,0.5760000000000001,1,-8.524,1,0.0282,0.488,0.0,0.159,0.469,125.0,245290,4
3fthfkkvy9av3q3uAGVf7U,1989,Shake It Off,1,6,66,False,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,219200,4
3ExweHKZF9B752DPQByRVT,Fearless,Change,1,13,66,False,0.499,0.815,5,-4.063,1,0.0341,0.000191,0.0,0.181,0.344,95.999,279360,4
0lmMtDQ2ElasKU2qDAE6NN,1989,All You Had To Do Was Stay,1,5,66,False,0.605,0.725,5,-5.729,1,0.0323,0.00201,2.02e-05,0.101,0.539,96.97,193293,4
4CHpVfAhuxNJ3ibExe6kxO,Fearless,You All Over Me (Ft. Maren Morris),1,21,66,False,0.599,0.494,2,-7.61,1,0.0372,0.816,0.0,0.101,0.44,142.893,220839,4
1n2wszmJyVkw6FHqyLnQsY,Fearless,Come In With The Rain,1,17,65,False,0.476,0.564,2,-5.6770000000000005,1,0.0269,0.0406,0.0,0.102,0.16699999999999998,143.929,237339,4
7nWui6jiMM2m9qFmET1Mtj,Red,Ronan,1,21,65,False,0.623,0.279,0,-10.802,1,0.031,0.6609999999999999,0.0,0.193,0.38,116.04,264253,4
0yN4fNzmVnmgC0dsOoi9Wh,1989,Bad Blood,1,8,65,False,0.6459999999999999,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.21599999999995,211933,4
33Kq0AT5rvwyE4azisG08x,1989,Welcome To New York,1,1,65,False,0.789,0.634,7,-4.762,1,0.0323,0.0348,1.64e-06,0.302,0.6579999999999999,116.992,212600,4
106R7Z57WYzBAfrXImV30y,1989,Wildest Dreams,1,9,64,False,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,220440,4
51A8eKvvZz9uydvIZ7xRSV,Fearless,Superstar,1,18,64,False,0.454,0.555,2,-6.69,1,0.0283,0.157,0.0,0.343,0.171,171.862,263865,4
1kTPQnabROVkW9bUXdCGrB,1989,This Love,1,11,63,False,0.481,0.435,4,-8.795,1,0.0321,0.6779999999999999,0.0,0.0928,0.107,143.95,250093,4
0JIdBrXGSJXS72zjF9ss9u,Taylor Swift,I'm Only Me When I'm With You,1,12,62,False,0.563,0.934,8,-3.629,1,0.0646,0.004520000000000001,0.000807,0.103,0.518,143.964,213053,4
2QrQCMel6v2JiLxqrg4p2O,Taylor Swift,Mary's Song (Oh My My My),1,10,62,False,0.403,0.627,2,-5.28,1,0.0292,0.0177,0.0,0.182,0.374,74.9,213080,4
73OX8GdpOeGzKC6OvGSbsv,Taylor Swift,A Place In This World,1,4,60,False,0.5760000000000001,0.777,9,-2.881,1,0.0324,0.051,0.0,0.32,0.428,115.028,199200,4
7an1exwMnfYRcdVQm0yDev,Taylor Swift,Cold As You,1,5,60,False,0.418,0.482,5,-5.769,1,0.0266,0.217,0.0,0.123,0.261,175.558,239013,4
2ZoOmCSgj0ypVAmGd1ve4y,Taylor Swift,Stay Beautiful,1,8,59,False,0.594,0.629,8,-4.919,1,0.0246,0.0868,0.0,0.13699999999999998,0.504,131.597,236053,4
6K0CJLVXqbGMeJSmJ4ENKK,Taylor Swift,Tied Together With A Smile,1,7,59,False,0.479,0.578,2,-4.963,1,0.0294,0.525,0.0,0.0841,0.192,146.165,248107,4
5OOd01o2YS1QFwdpVLds3r,Taylor Swift,Invisible,1,13,58,False,0.612,0.394,7,-5.723,1,0.0243,0.637,0.0,0.147,0.233,96.001,203227,4
2QA3IixpRcKyOdG7XDzRgv,Taylor Swift,The Outside,1,6,58,False,0.589,0.805,5,-4.055,1,0.0293,0.00491,0.0,0.24,0.591,112.982,207107,4
1spLfUJxtyVyiKKTegQ2r4,Taylor Swift,A Perfectly Good Heart,1,14,57,False,0.483,0.7509999999999999,4,-5.726,1,0.0365,0.00349,0.0,0.128,0.268,156.092,220147,4
