Album,Song,Lyrics
Speak Now,Never Grow Up,"Your little hand's wrapped around my finger
And it's so quiet in the world tonight
Your little eyelids flutter 'cause you're dreaming
So I tuck you in, turn on your favorite nightlight

To you, everything's funny
You got nothing to regret
I'd give all I have, honey
If you could stay like that

Oh, darling, don't you ever grow up
Don't you ever grow up, just stay this little
Oh, darling, don't you ever grow up
Don't you ever grow up, it could stay this simple
I won't let nobody hurt you
Won't let no one break your heart
And no one will desert you
Just try to never grow up

And never grow up

You're in the car, on the way to the movies
And you're mortified your mom's droppin' you off
At fourteen, there's just so much you can't do
And you can't wait to move out someday and call your own shots

But don't make her drop you off around the block
Remember that she's gettin' older, too
And don't lose the way that you dance around
In your PJs getting ready for school

Oh, darling, don't you ever grow up
Don't you ever grow up, just stay this little
Oh, darling, don't you ever grow up
Don't you ever grow up, it could stay this simple
And no one's ever burned you
Nothing's ever left you scarred
And even though you want to
Just try to never grow up

Take pictures in your mind of your childhood room
Memorize what it sounded like when your dad gets home
Remember the footsteps, remember the words said
And all your little brother's favorite songs
I just realized everything I have is, someday, gonna be gone

So, here I am in my new apartment
In a big city, they just dropped me off
It's so much colder than I thought it would be
So I tuck myself in and turn my nightlight on

Wish I'd never grown up
Wish I'd never grown up
Oh, I don't wanna grow up
Wish I'd never grown up, I could still be little
Oh, I don't wanna grow up
Wish I'd never grown up, it could still be simple
Oh, darling, don't you ever grow up
Don't you ever grow up, just stay this little
Oh, darling, don't you ever grow up
Don't you ever grow up, it could stay this simple
I won't let nobody hurt you (Never grow up)
Won't let no one break your heart
And even though you want to
Please, try to never grow up

Oh, oh (Never grow up)
Just never grow up
Oh (Never grow up)
Just never grow up"
Speak Now,Ours,"Elevator buttons and morning air
Strangers' silence makes me want to take the stairs
If you were here, we'd laugh about their vacant stares
But right now, my time is theirs
Seems like there's always someone who disapproves
They'll judge it like they know about me and you
And the verdict comes from those with nothing else to do
The jury's out, but my choice is you

So don't you worry your pretty little mind
People throw rocks at things that shine
And life makes love look hard
The stakes are high, the water's rough
But this love is ours

You never know what people have up their sleeves
Ghosts from your past gonna jump out at me
Lurking in the shadows with their lip gloss smiles
But I don't care, 'cause right now, you're mine
And you'll say

Don't you worry your pretty little mind
People throw rocks at things that shine
And life makes love look hard
The stakes are high, the water's rough
But this love is ours

And it's not theirs to speculate if it's wrong and
Your hands are tough, but they are where mine belong and
I'll fight their doubt and give you faith with this song for you
'Cause I love the gap between your teeth
And I love the riddles that you speak
And any snide remarks from my father about your tattoos
Will be ignored, 'cause my heart is yours

So don't you worry your pretty little mind
People throw rocks at things that shine
And life makes love look hard
Don't you worry your pretty little mind
People throw rocks at things that shine
But they can't take what's ours
They can't take what's ours
The stakes are high, the water's rough
But this love is ours"
Speak Now,Sparks Fly,"The way you move is like a full on rainstorm
And I'm a house of cards
You're the kind of reckless that should send me runnin'
But I kinda know that I won't get far
And you stood there in front of me, just close enough to touch
Close enough to hope you couldn't see what I was thinkin' of

Drop everything now, meet me in the pouring rain
Kiss me on the sidewalk, take away the pain
'Cause I see sparks fly whenever you smile
Get me with those green eyes, baby, as the lights go down
Give me something that'll haunt me when you're not around
'Cause I see sparks fly whenever you smile

My mind forgets to remind me you're a bad idea
You touch me once and it's really somethin'
You find I'm even better than you imagined I would be
I'm on my guard for the rest of the world
But with you, I know it's no good
And I could wait patiently, but I really wish you would

Drop everything now, meet me in the pouring rain
Kiss me on the sidewalk, take away the pain
'Cause I see sparks fly whenever you smile
Get me with those green eyes, baby, as the lights go down
Give me something that'll haunt me when you're not around
'Cause I see sparks fly whenever you smile

I'll run my fingers through your hair and watch the lights go wild
Just keep on keepin' your eyes on me
It's just wrong enough to make it feel right
And lead me up the staircase, won't you whisper soft and slow?
I'm captivated by you, baby, like a fireworks show

Drop everything now, meet me in the pouring rain
Kiss me on the sidewalk (Ah-ah), take away the pain
'Cause I see sparks fly whenever you smile
Get me with those green eyes, baby, as the lights go down
Give me something that'll haunt me when you're not around
'Cause I see sparks fly whenever you smile

And the sparks fly
Oh, baby, smile
And the sparks fly"
Speak Now,Speak Now,"I am not the kind of girl
Who should be rudely bargin' in on a white veil occasion
But you are not the kind of boy
Who should be marrying the wrong girl
I sneak in and see your friends
And her snotty little family all dressed in pastel
And she is yelling at a bridesmaid
Somewhere back inside a room
Wearin' a gown shaped like a pastry

This is surely not what you thought it would be
I lose myself in a daydream
Where I stand and say

Don't say yes, run away now
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
And they said, ""Spеak now""

Fond gestures are еxchanged
And the organ starts to play a song that sounds like a death march
And I am hiding in the curtains
It seems that I was uninvited by your lovely bride-to-be

She floats down the aisle like a pageant queen
But I know you wish it was me
You wish it was me, don't you?

Don't say yes, run away now
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
And they said, ""Speak now""
Don't say yes, run away now (Run away now)
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow (Say a single vow)
Your time is running out
And they said, ""Speak now""

Ooh (Run away now), la
Ooh (Say a single vow), ooh

I hear the preacher say
""Speak now or forever hold your peace""
There's the silence, there's my last chance
I stand up with shaky hands, all eyes on me
Horrified looks from everyone in the room
But I'm only lookin' at you

I am not the kind of girl
Who should be rudely bargin' in on a white veil occasion
But you are not the kind of boy
Who should be marrying the wrong girl, haha

So, don't say yes, run away now
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
They said, ""Speak now""
And you say, ""Let's run away now (Run away now)
I'll meet you when I'm out
Of my tux, at the back door
Baby, I didn't say my vows (Say a single vow)
So glad you were around
When they said, 'Speak now'"""
Speak Now,Superman,"Tall, dark, and superman
He puts papers in his briefcase and drives away
To save the world or go to work
It's the same thing to me
He's got his mother's eyes, his father's ambition
I wonder if he knows how much that I miss him
I hang on every word you say, yay
And you smile and say, ""How are you?”
And I'll say, ""Just fine""
I always forget to tell you, ""I love you""
I love you forever

I watch Superman fly away
You've got a busy day today
Go save the world, I'll be around
And I watch Superman fly away
Come back, I'll be with you someday
I'll be right here on the ground
When you come back down

Tall, dark and beautiful
He's complicated, he's irrational
But I hope someday you'll take me away, and save the day, yeah
Something in his deep brown eyes has me sayin'
He's not all bad like his reputation
And I can't hear one single word they say
And you'll leave, got places to be, and I'll be okay
I always forget to tell you, ""I love you""
I loved you from the very first day

I watch Superman fly away
You've got a busy day today
Go save the world, I'll be around
And I watch Superman fly away
Come back, I'll be with you someday
I'll be right here on the ground
When you come back down

And I watch you fly around the world
And I hope you don't save some other girl
Don't forget, don't forget about me
I'm far away, but I never let you go
I'm love-struck and looking out the window
Don't forget, don't forget where I'll be

Right here, wishing the flowers were from you
Wishing the card was from you
Wishing the call was from you
'Cause I loved you from the very first day

I watch Superman fly away
You've got a busy day today
Go save the world, I'll be around
Forever and ever
And I watch Superman fly away
I swear, I'll be with you someday
I'll be right here on the ground
When you come back down

La, la, la, la, la, la
La, la, la, la, la, la
When you come back down"
Speak Now,The Story Of Us,"I used to think one day we'd tell the story of us
How we met and the sparks flew instantly
And people would say, ""They're the lucky ones""
I used to know my place was the spot next to you
Now I'm searchin' the room for an empty seat
'Cause lately I don't even know what page you're on

Oh, a simple complication
Miscommunications lead to fallout
So many things that I wish you knew
So many walls up, I can't break through

Now I'm standin' alone in a crowded room
And we're not speakin'
And I'm dyin' to know, is it killin' you
Like it's killin' me? Yeah
I don't know what to say since thе twist of fate
When it all broke down
And thе story of us looks a lot like a tragedy now

Next chapter

How'd we end up this way?
See me nervously pulling at my clothes and tryin' to look busy
And you're doin' your best to avoid me
I'm starting to think one day I'll tell the story of us
How I was losin' my mind when I saw you here
But you held your pride like you should've held me

Oh, I'm scared to see the ending
Why are we pretending this is nothin'?
I'd tell you I miss you, but I don't know how
I've never heard silence quite this loud

Now I'm standin' alone in a crowded room
And we're not speakin'
And I'm dyin' to know, is it killin' you
Like it's killin' me? Yeah
I don't know what to say since the twist of fate
When it all broke down
And the story of us looks a lot like a tragedy now

This is looking like a contest
Of who can act like they care less
But I liked it better when you were on my side
The battle's in your hands now
But I would lay my armor down
If you said you'd rather love than fight

So many things that you wish I knew
But the story of us might be ending soon

Now I'm standin' alone in a crowded room
And we're not speakin'
And I'm dyin' to know, is it killin' you
Like it's killin' me? Yeah
And I don't know what to say since the twist of fate
When it all broke down
And the story of us looks a lot like a tragedy now, now, now
And we're not speakin'
And I'm dyin' to know, is it killin' you
Like it's killin' me? Yeah
I don't know what to say since the twist of fate
'Cause we're goin' down
And the story of us looks a lot like a tragedy now

The end"
Speak Now,Timeless,"Down the block, there's an antique shop
And something in my head said, ""Stop,"" so I walked in
On the counter was a cardboard box
And the sign said, ""Photos: twenty-five cents each""
Black and white, saw a 30s bride
And school lovers laughin' on the porch of their first house
The kinda love that you only find once in a lifetime
The kind you don't put down

And that's when I called you and it's so hard to explain
But in those photos, I saw us instead
And, somehow, I know that you and I would've found each other
In another life, you still would've turned my head even if wе'd met

On a crowded street in 1944
And you werе headed off to fight in the war
You still would've been mine
We would have been timeless
I would've read your love letters every single night
And prayed to God you'd be comin' home all right
And you would've been fine
We would have been timeless
'Cause I believe that we were supposed to find this
So, even in a different life, you still would've been mine
We would've been timeless

I had to smile when it caught my eye
There was one of a teenage couple in the driveway
Holdin' hands on the way to a dance
And the date on the back said 1958
Which brought me back to the first time I saw you
Time stood still like somethin' in this old shop
I thought about it as I started lookin' 'round
At these precious things that time forgot

That's when I came upon a book covered in cobwebs
Story of a romance torn apart by fate
Hundreds of years ago, they fell in love, like we did
And I'd die for you in the same way if I first saw your face

In the fifteen hundreds off in a foreign land
And I was forced to marry another man
You still would've been mine
We would have been timeless
I would've read your love letters every single night
And run away and left it all behind
You still would've been mine
We would've been timeless
'Cause I believe that we were supposed to find this
So, even in a different life, you still would've been mine
We would've been timeless

Time breaks down your mind and body
Don't you let it touch your soul
It was like an age-old classic
The first time that you saw me
The story started when you said, ""Hello""

In a crowded room a few short years ago
And sometimes there's no proof, you just know
You're always gonna be mine
We're gonna be
I'm gonna love you when our hair is turnin' gray
We'll have a cardboard box of photos of the life we've made
And you'll say, ""Oh my, we really were timeless""

We're gonna be timeless, timeless
You still would've been mine
We would've been
Even if we'd met on a crowded street in 1944
You still would've been mine
We would've been

Down the block, there's an antique shop
And somethin' in my head said, ""Stop,"" so I walked in"
Speak Now,When Emma Falls in Love,"When Emma falls in love, she paces the floor
Closes the blinds and locks the door
When Emma falls in love, she calls up her mom
Jokes about the ways that this one could go wrong
She waits and takes her time
'Cause Little Miss Sunshine always thinks it's gonna rain
When Emma falls in love, I know
That boy will never be the same

'Cause she's the kind of book that you can't put down
Like if Cleopatra grew up in a small town
And all the bad boys would be good boys
If they only had a chance to love her
And to tell you the truth, sometimes I wish I was her

When Emma falls in love, it's all on her face
Hangs in the air like stars in outer space
When Emma falls in love, she disappears
And we all just laugh after seein' it all these years
When Emma falls apart, it's when she's alone
She takes on the pain and bears it on her own
'Cause when Emma falls in love, she's in it for keeps
She won't walk away unless she knows she absolutely has to leave

And she's the kind of book that you can't put down
Like if Cleopatra grew up in a small town
And all the bad boys would be good boys
If they only had a chance to love her
And to tell you the truth, sometimes I wish I was her

Well, she's so New York when she's in L.A.​​
She won't lose herself in love the way that I did
'Cause she'll call you out, she'll put you in your place
When Emma falls in love, I'm learning

Emma met a boy with eyes like a man
Turns out her heart fits right in the palm of his hand
Now he'll be her shelter when it rains
Little does he know, his whole world's about to change

'Cause she's the kind of book that you can't put down
Like if Cleopatra grew up in a small town
And all the bad boys would be good boys
If they only had a chance to love her
And to tell you the truth, sometimes I wish I was her

Yeah, between me and you, sometimes I wish I was her"
Fearless,Breathe (Ft. Colbie Caillat),"I see your face in my mind as I drive away
'Cause none of us thought it was gonna end that way
People are people and sometimes we change our minds
But it's killing me to see you go after all this time

Mm-mm, mm-mm-mm-mm
Mm-mm, mm-mm-mm-mm

The music starts playing like the end of a sad movie
It's the kind of ending you don't really wanna see
'Cause it's tragedy and it'll only bring you down
Now I don't know what to be without you around

And we know it's never simple, never easy
Never a clean break, no one here to save me
You're the only thing I know like the back of my hand

And I can't breathe without you, but I have to
Breathe without you, but I have to

Never wanted this, never wanna see you hurt
Every little bump in the road, I tried to swerve
But people are people and sometimes it doesn't work out
And nothin' we say is gonna save us from the fallout

And we know it's never simple, never easy
Never a clean break, no one here to save me
You're the only thing I know like the back of my hand

And I can't breathe without you, but I have to
Breathe without you, but I have to

It's 2 A.M., feeling like I just lost a friend
Hope you know it's not easy, easy for me
It's 2 A.M., feeling like I just lost a friend
Hope you know this ain't easy, easy for me

And we know it's never simple, never easy
Never a clean break, no one here to save me, oh

I can't breathe without you, but I have to
Breathe without you, but I have to
Breathe without you, but I have to

I'm sorry, I'm sorry (Mmm)
I'm sorry, (Yeah, yeah) I'm sorry
I'm sorry, I'm sorry (Ooh, ooh)
I'm sorry"
Fearless,Bye Bye Baby,"It wasn't just like a movie
The rain didn't soak through my clothes, down to my skin
I'm drivin' away and I, I guess you could say
This is the last time I'll drive this way again
Lost in the gray and I try to grab at the fray
'Cause I, I still love you, but I can't

Bye, bye to everything I thought was on my side
Bye, bye, baby
I want you bad, but it's come down to nothing
And all I have is your sympathy
'Cause you took me home but you just couldn't keep me
Bye, bye, baby
Bye, bye, baby

The picture frame is empty
On the dresser, vacant just like me
I see your writing on the dash
Then back to your hesitation
I was so sure of everything
Everything I thought we'd always have
Guess I never doubted it
Then the here and the now floods in
Feels like I'm becoming a part of your past

Bye, bye to everything I thought was on my side
Bye, bye, baby
I want you bad, but it's come down to nothing
And all I have is your sympathy
'Cause you took me home but you just couldn't keep me
Bye, bye, baby

And there's so much that I can't touch
You're all I want, but it's not enough this time
And all the pages are just slipping through my hands
And I'm so scared of how this ends

Bye, bye to everything I thought was on my side
Bye, bye, baby
I want you bad, but it's come down to nothing
And all I have is your sympathy
'Cause you took me home but you just couldn't keep me

Bye, bye to everything I thought was on my side
Bye, bye, baby
I want you bad, but it's come down to nothing
And all I have is your sympathy
'Cause you took me home but you just couldn't keep me
Oh, you took me home, I thought you were gonna keep me
Bye, bye, baby
Bye, bye, baby"
Fearless,Change,"Well, it's a sad picture, the final blow hits you
Somebody else gets what you wanted again and
You know it's all the same, another time and place
Repeating history and you're getting sick of it
But I believe in whatever you do
And I'll do anything to see it through

Because these things will change
Can you feel it now?
These walls that they put up to hold us back will fall down
This revolution, the time will come
For us to finally win
And we'll sing hallelujah, we'll sing hallelujah
Oh, oh

So we've been outnumbered, raidеd, and now cornered
It's hard to fight when thе fight ain't fair
We're getting stronger now, find things they never found
They might be bigger but we're faster and never scared
You can walk away, say we don't need this
But there's something in your eyes says we can beat this

'Cause these things will change
Can you feel it now?
These walls that they put up to hold us back will fall down
This revolution, the time will come
For us to finally win
And we'll sing hallelujah, we'll sing hallelujah
Oh, oh

Tonight, we'll stand, get off our knees
Fight for what we've worked for all these years
And the battle was long, it's the fight of our lives
But we'll stand up champions tonight

It was the night things changed
Can you see it now?
When the walls that they put up to hold us back fell down
It's a revolution, throw your hands up
'Cause we never gave in
And we'll sing hallelujah, we sang hallelujah
Hallelujah"
Fearless,Come In With The Rain,"I could go back to every laugh
But I don't wanna go there anymore
And I know all the steps up to your door
But I don't wanna go there anymore

Talk to the wind, talk to the sky
Talk to the man with the reasons why
And let me know what you find

I'll leave my window open
'Cause I'm too tired at night to call your name
Just know I'm right here hoping
That you'll come in with the rain

I could stand up and sing you a song
But I don't wanna have to go that far
And I, I've got you down, I know you by heart
And you don't even know where I start

Talk to yourself, talk to the tears
Talk to the man who put you here
And don't wait for the sky to clear

I'll leave my window open
'Cause I'm too tired at night to call your name, oh
Just know I'm right here hoping
That you'll come in with the rain

I've watched you so long, screamed your name
I don't know what else I can say

I'll leave my window open
'Cause I'm too tired at night for all these games
Just know I'm right here hoping
That you'll come in with the rain

I could go back to every laugh
But I don't wanna go there anymore"
Fearless,Don't You,"Hey, I knew I'd run into you somewhere
It's been a while, I didn't mean to stare
I heard she's nothin' like me
I'm sure she'll make you happy

But don't you, don't you
Smile at me and ask me how I've been
Don't you say you've
Missed me if you don't want me again
You don't know how much I feel I love you still
So why don't you, don't you?

Ah, ah, ah, ah
Ah, ah, ah

Sometimes, I really wish that I could hate you
I've tried, but that's just somethin' I can't do
My heart knows what the truth is
I swore I wouldn't do this

But don't you, don't you
Smile at me and ask me how I've been
Don't you say you've
Missed me if you don't want me again
You don't know how much I feel I love you still
So why don't you, don't you?

So I'll walk out of here tonight
Try to go on with my life
And you can say we're still friends
(But I don't wanna pretend)
So if I see you again

Don't you (Don't you), don't you
Smile at me and ask me how I've been
Don't you (Don't you) say you've
Missed me if you don't want me again
You don't (You don't) know how much I feel I love you still
So why don't you, don't you?

Ah, ah, ah, ah
Don't you (Ah, ah, ah)"
Fearless,Fearless,"There's something 'bout the way
The street looks when it's just rained
There's a glow off the pavement, you walk me to the car
And you know I wanna ask you to dance right there
In the middle of the parking lot, yeah
Oh, yeah

We're driving down the road, I wonder if you know
I'm trying so hard not to get caught up now
But you're just so cool, run your hands through your hair
Absent-mindedly making me want you

And I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you I'd dance
In a storm in my best dress, fеarless

So, baby, drive slow 'til we run out of road in this onе-horse town
I wanna stay right here, in this passenger's seat
You put your eyes on me
In this moment now, capture it, remember it

'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you I'd dance
In a storm in my best dress, fearless
Oh, oh

Well, you stood there with me in the doorway
My hands shake, I'm not usually this way but
You pull me in and I'm a little more brave
It's the first kiss, it's flawless, really something
It's fearless
Oh, yeah

'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you I'd dance
In a storm in my best dress, fearless
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you I'd dance
In a storm in my best dress, fearless

Oh, oh
Oh-oh, yeah"
Fearless,Fifteen,"You take a deep breath and you walk through the doors
It's the mornin' of your very first day
You say hi to your friends you ain't seen in a while
Try and stay out of everybody's way
It's your freshman year and you're gonna be here
For the next four years in this town
Hopin' one of those senior boys will wink at you and say
""You know, I haven't seen you around before""

'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen, feelin' like there's nothin' to figure out
Well, count to ten, take it in
This is life before you know who you're gonna be
At fifteen

You sit in class next to a redhead named Abigail
And soon enough, you're best friends
Laughin' at the other girls who think they're so cool
We'll be outta here as soon as we can
And then you're on your very first date and he's got a car
And you're feelin' like flyin'
And your mama's waitin' up and you're thinkin' he's the one
And you're dancin' 'round your room when the night ends
When the night ends

'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen and your first kiss
Makes your head spin around, well
In your life you'll do things greater than
Datin' the boy on the football team
I didn't know it at fifteen

When all you wanted was to be wanted
Wish you could go back and tell yourself what you know now
Back then, I swore I was gonna marry him someday
But I realized some bigger dreams of mine
And Abigail gave everything she had
To a boy who changed his mind
And we both cried

'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen, don't forget to look before you fall
But I've found time can heal most anything
And you just might find who you're supposed to be
I didn't know who I was supposed to be
At fifteen

La-la-la, la-la-la, la-la-la-la
La-la-la, la-la-la, la-la-la-la
La-la-la, la-la-la

Your very first day
Take a deep breath, girl
Take a deep breath as you walk through the doors"
Fearless,Forever & Always,"Once upon a time
I believe it was a Tuesday when I caught your eye
And we caught onto something
I hold onto the night
You looked me in the eye and told me you loved me
Were you just kidding?
'Cause it seems to me
This thing is breaking down, we almost never speak
I don't feel welcome anymore
Baby, what happened? Please tell me
'Cause one second it was perfect
Now you're halfway out the door

And I stare at the phone, he still hasn't called
And then you feel so low you can't feel nothing at all
And you flashback to when he said, ""Forever and always""
Oh, and it rains in your bedroom, everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always""

Was I out of line?
Did I say something way too honest, made you run and hide
Like a scared little boy?
I looked into your eyes
Thought I knew you for a minute, now I'm not so sure
So here's to everything coming down to nothing
Here's to silence that cuts me to the core
Where is this going?
Thought I knew for a minute, but I don't anymore

And I stare at the phone, he still hasn't called
And then you feel so low you can't feel nothing at all
And you flashback to when he said, ""Forever and always""
Oh, and it rains in your bedroom, everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always""
You didn't mean it baby, I don't think so

Oh, back up, baby, back up
Did you forget everything?
Back up, baby, back up
Did you forget everything?

'Cause it rains in your bedroom, everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always""
Oh, I stare at the phone, he still hasn't called
And then you feel so low you can't feel nothing at all
And you flashback to when we said, ""Forever and always""
And it rains in your bedroom, everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always""

You didn't mean it baby
You said, ""Forever and always,"" yeah"
Fearless,Hey Stephen,"Mmm-mm, mm-mm
Mmm-mm, mm-mm
Mmm-mm, mm-mm, yeah

Hey Stephen, I know looks can be deceiving
But I know I saw a light in you
And as we walked we were talking
I didn't say half the things I wanted to
Of all the girls tossing rocks at your window
I'll be the one waiting there even when it's cold
Hey Stephen, boy, you might have me believing
I don't always have to be alone

'Cause I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself

Hey Stephen, I've been holding back this feeling
So I've got some things to say to you (Huh)
I've seen it all, so I thought
But I never seen nobody shine the way you do
The way you walk, way you talk, way you say my name
It's beautiful, wonderful, don't you ever change
Hey Stephen, why are people always leaving?
I think you and I should stay the same

'Cause I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself

They're dimming the street lights, you're perfect for me
Why aren't you here tonight?
I'm waiting alone now, so come on and come out
And pull me near and shine, shine, shine
Hey Stephen, I could give you fifty reasons
Why I should be the one you choose
All those other girls, well, they're beautiful
But would they write a song for you? (Ha-ha-ha)

I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself
If you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself

Ah-uh, myself
Mmm-mm, I can't help myself
I can't help myself
Oh-oh-oh
Mmm-mm, mm-mm
Mmm-mm, mm-mm
Mmm-mm, mm-mm"
Fearless,Jump Then Fall,"I like the way you sound in the mornin'
We're on the phone and without a warnin'
I realize your laugh is the best sound
I have ever heard
I like the way I can't keep my focus
I watch you talk, you didn't notice
I hear the words, but all I can think is
""We should be together""

Every time you smile, I smile
And every time you shine, I'll shine for you

Woah-oh, I'm feelin' you, baby
Don't be afraid to jump, then fall
Jump, then fall into me
Baby, I'm never gonna leave you
Say that you wanna be with me too
'Cause I'ma stay through it all
So, jump, then fall

Huh, well, I like the way your hair falls in your face
You got the keys to me, I love each freckle on your face, oh
I've never been so wrapped up, honey
I like the way you're everything I ever wanted
I had time to think it oh-over
And all I can say is, ""Come closer""
Take a deep breath and jump, then fall into me

'Cause every time you smile, I smile
And every time you shine, I'll shine for you

Woah-oh, I'm feelin' you, baby
Don't be afraid to jump, then fall
Jump, then fall into me
Baby, I'm never gonna leave you
Say that you wanna be with me too
'Cause I'ma stay through it all
So, jump, then fall

The bottom's gonna drop out from under our feet
I'll catch you, I'll catch you
When people say things that bring you to your knees
I'll catch you
The time is gonna come when you're so mad you could cry
But I'll hold you through the night until you smile

Woah-oh, I need you, baby
Don't be afraid, please, jump, then fall
Jump, then fall into me
Baby, I'm never gonna leave you
Say that you wanna be with me too
'Cause I'ma stay through it all
So, jump, then fall
Jump, then fall, baby
Jump, then fall into me, into me

Every time you smile, I smile
And every time you shine, I'll shine
And every time you're here
Baby, I'll show you, I'll show you
You can jump, then fall, jump, then fall
Jump, then fall into me, into me, yeah"
Fearless,Love Story,"We were both young when I first saw you
I close my eyes and the flashback starts
I'm standing there
On a balcony in summer air
See the lights, see the party, the ball gowns
See you make your way through the crowd
And say, ""Hello""
Little did I know

That you were Romeo, you were throwing pebbles
And my daddy said, ""Stay away from Juliet""
And I was crying on the staircase
Begging you, ""Please don't go,"" and I said

Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""

So I sneak out to the garden to see you
We keep quiet 'cause we're dead if they knew
So close your eyes
Escape this town for a little while, oh, oh

'Cause you were Romeo, I was a scarlet letter
And my daddy said, ""Stay away from Juliet""
But you were everything to me
I was begging you, ""Please don't go,"" and I said

Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""
Romeo, save me, they're trying to tell me how to feel
This love is difficult, but it's real
Don't be afraid, we'll make it out of this mess
It's a love story, baby, just say, ""Yes""

Oh, oh

But I got tired of waiting
Wondering if you were ever coming around
My faith in you was fading
When I met you on the outskirts of town

And I said, ""Romeo, save me, I've been feeling so alone
I keep waiting for you, but you never come
Is this in my head? I don't know what to think""
He knelt to the ground and pulled out a ring, and said
""Marry me, Juliet, you'll never have to be alone
I love you and that's all I really know
I talked to your dad, go pick out a white dress
It's a love story, baby, just say, 'Yes'""

Oh, oh, oh
Oh, oh, oh
'Cause we were both young when I first saw you"
Fearless,Mr. Perfectly Fine,"Mr. ""Perfect face""
Mr. ""Here to stay""
Mr. ""Looked me in the eye and told me you would never go away""
Everything was right
Mr. ""I've been waitin' for you all my life""
Mr. ""Every single day until the end, I will be by your side""

But that was when I got to know Mr. ""Change of heart""
Mr. ""Leaves me all alone,"" I fall apart
It takes everything in me just to get up each day
But it's wonderful to see that you're okay

Hello, Mr. ""Perfectly fine""
How's your heart after breakin' mine?
Mr. ""Always at the right place at the right time,"" baby
Hello, Mr. ""Casually cruel""
Mr. ""Everything revolves around you""
I've been Miss Misery since your goodbye
And you're Mr. ""Perfectly fine""

Mr. ""Never told me why""
Mr. ""Never had to see me cry""
Mr. ""Insincere apology so he doesn't look like the bad guy""
He goes about his day
Forgets he ever even heard my name
Well, I thought you might be different than the rest, I guess you're all the same

'Cause I hear he's got his arm 'round a brand-new girl
I've been pickin' up my heart, he's been pickin' up her
And I never got past what you put me through
But it's wonderful to see that it never phased you

Hello, Mr. ""Perfectly fine""
How's your heart after breakin' mine?
Mr. ""Always at the right place at the right time,"" baby
Hello, Mr. ""Casually cruel""
Mr. ""Everything revolves around you""
I've been Miss Misery since your goodbye
And you're Mr. ""Perfectly fine""

So dignified in your well-pressed suit
So strategized, all the eyes on you
Sashay your way to your seat
It's the best seat, in the best room
Oh, he's so smug, Mr. ""Always wins""
So far above me in every sense
So far above feeling anything

And it's really such a shame
It's such a shame
'Cause I was Miss ""Here to stay""
Now I'm Miss ""Gonna be alright someday""
And someday maybe you'll miss me
But by then, you'll be Mr. ""Too late""

Goodbye, Mr. ""Perfectly fine""
How's your heart after breakin' mine?
Mr. ""Always at the right place at the right time,"" baby
Goodbye, Mr. ""Casually cruel""
Mr. ""Everything revolves around you""
I've been Miss Misery for the last time
And you're Mr. ""Perfectly fine""

You're perfectly fine
Mr. ""Looked me in the eye and told me you would never go away""
You said you'd never go away"
