comments,duration,event,main_speaker,title,published_date,ratings,views
35,237,TEDWomen 2016,Chinaka Hodge,Chinaka Hodge: What will you tell your daughters about 2016?,1482235189,"[{'id': 3, 'name': 'Courageous', 'count': 309}, {'id': 10, 'name': 'Inspiring', 'count': 391}, {'id': 23, 'name': 'Jaw-dropping', 'count': 119}, {'id': 1, 'name': 'Beautiful', 'count': 230}, {'id': 25, 'name': 'OK', 'count': 27}, {'id': 8, 'name': 'Informative', 'count': 25}, {'id': 2, 'name': 'Confusing', 'count': 25}, {'id': 21, 'name': 'Unconvincing', 'count': 27}, {'id': 26, 'name': 'Obnoxious', 'count': 32}, {'id': 24, 'name': 'Persuasive', 'count': 67}, {'id': 22, 'name': 'Fascinating', 'count': 54}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 9, 'name': 'Ingenious', 'count': 19}, {'id': 7, 'name': 'Funny', 'count': 16}]",1119309
40,715,TEDxBeaconStreet,Anjali Tripathi,Anjali Tripathi: Why Earth may someday look like Mars,1482271030,"[{'id': 8, 'name': 'Informative', 'count': 447}, {'id': 10, 'name': 'Inspiring', 'count': 77}, {'id': 22, 'name': 'Fascinating', 'count': 239}, {'id': 9, 'name': 'Ingenious', 'count': 26}, {'id': 24, 'name': 'Persuasive', 'count': 49}, {'id': 23, 'name': 'Jaw-dropping', 'count': 68}, {'id': 25, 'name': 'OK', 'count': 52}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 1, 'name': 'Beautiful', 'count': 54}, {'id': 3, 'name': 'Courageous', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 21}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 11, 'name': 'Longwinded', 'count': 19}, {'id': 2, 'name': 'Confusing', 'count': 7}]",975597
240,987,TEDWomen 2016,Sharon Brous,Sharon Brous: It's time to reclaim religion,1482336304,"[{'id': 1, 'name': 'Beautiful', 'count': 325}, {'id': 22, 'name': 'Fascinating', 'count': 126}, {'id': 10, 'name': 'Inspiring', 'count': 674}, {'id': 25, 'name': 'OK', 'count': 35}, {'id': 24, 'name': 'Persuasive', 'count': 270}, {'id': 3, 'name': 'Courageous', 'count': 296}, {'id': 21, 'name': 'Unconvincing', 'count': 82}, {'id': 26, 'name': 'Obnoxious', 'count': 37}, {'id': 8, 'name': 'Informative', 'count': 107}, {'id': 23, 'name': 'Jaw-dropping', 'count': 33}, {'id': 9, 'name': 'Ingenious', 'count': 45}, {'id': 2, 'name': 'Confusing', 'count': 20}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 7, 'name': 'Funny', 'count': 14}]",1219102
53,954,TEDxBerlin,James Beacham,James Beacham: How we explore unanswered questions in physics,1482423603,"[{'id': 10, 'name': 'Inspiring', 'count': 301}, {'id': 8, 'name': 'Informative', 'count': 305}, {'id': 24, 'name': 'Persuasive', 'count': 71}, {'id': 22, 'name': 'Fascinating', 'count': 291}, {'id': 23, 'name': 'Jaw-dropping', 'count': 54}, {'id': 1, 'name': 'Beautiful', 'count': 53}, {'id': 7, 'name': 'Funny', 'count': 43}, {'id': 25, 'name': 'OK', 'count': 60}, {'id': 9, 'name': 'Ingenious', 'count': 64}, {'id': 11, 'name': 'Longwinded', 'count': 15}, {'id': 21, 'name': 'Unconvincing', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 3, 'name': 'Courageous', 'count': 32}, {'id': 26, 'name': 'Obnoxious', 'count': 5}]",1430257
76,808,TED@IBM,Adam Grant,Adam Grant: Are you a giver or a taker?,1483457867,"[{'id': 3, 'name': 'Courageous', 'count': 309}, {'id': 8, 'name': 'Informative', 'count': 1399}, {'id': 10, 'name': 'Inspiring', 'count': 1666}, {'id': 24, 'name': 'Persuasive', 'count': 698}, {'id': 1, 'name': 'Beautiful', 'count': 288}, {'id': 22, 'name': 'Fascinating', 'count': 612}, {'id': 9, 'name': 'Ingenious', 'count': 296}, {'id': 7, 'name': 'Funny', 'count': 661}, {'id': 23, 'name': 'Jaw-dropping', 'count': 52}, {'id': 25, 'name': 'OK', 'count': 93}, {'id': 11, 'name': 'Longwinded', 'count': 29}, {'id': 2, 'name': 'Confusing', 'count': 19}, {'id': 21, 'name': 'Unconvincing', 'count': 23}, {'id': 26, 'name': 'Obnoxious', 'count': 17}]",3535736
92,899,TEDWomen 2016,Erika Gregory,Erika Gregory: The world doesn't need more nuclear weapons,1483546226,"[{'id': 24, 'name': 'Persuasive', 'count': 125}, {'id': 10, 'name': 'Inspiring', 'count': 148}, {'id': 22, 'name': 'Fascinating', 'count': 29}, {'id': 25, 'name': 'OK', 'count': 13}, {'id': 8, 'name': 'Informative', 'count': 119}, {'id': 23, 'name': 'Jaw-dropping', 'count': 22}, {'id': 3, 'name': 'Courageous', 'count': 50}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 21, 'name': 'Unconvincing', 'count': 27}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 1, 'name': 'Beautiful', 'count': 14}, {'id': 11, 'name': 'Longwinded', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 9}, {'id': 7, 'name': 'Funny', 'count': 4}]",899560
45,728,TED Talks Live,Sam Kass,Sam Kass: Want kids to learn well? Feed them well,1483632661,"[{'id': 8, 'name': 'Informative', 'count': 442}, {'id': 24, 'name': 'Persuasive', 'count': 193}, {'id': 1, 'name': 'Beautiful', 'count': 95}, {'id': 10, 'name': 'Inspiring', 'count': 256}, {'id': 9, 'name': 'Ingenious', 'count': 45}, {'id': 22, 'name': 'Fascinating', 'count': 64}, {'id': 3, 'name': 'Courageous', 'count': 30}, {'id': 25, 'name': 'OK', 'count': 29}, {'id': 23, 'name': 'Jaw-dropping', 'count': 37}, {'id': 7, 'name': 'Funny', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 7}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 1}]",1345520
116,896,TEDxOmaha,Sofia Jawed-Wessel,Sofia Jawed-Wessel: The lies we tell pregnant women,1483719338,"[{'id': 1, 'name': 'Beautiful', 'count': 169}, {'id': 24, 'name': 'Persuasive', 'count': 146}, {'id': 8, 'name': 'Informative', 'count': 369}, {'id': 10, 'name': 'Inspiring', 'count': 277}, {'id': 26, 'name': 'Obnoxious', 'count': 49}, {'id': 3, 'name': 'Courageous', 'count': 269}, {'id': 23, 'name': 'Jaw-dropping', 'count': 22}, {'id': 9, 'name': 'Ingenious', 'count': 28}, {'id': 11, 'name': 'Longwinded', 'count': 32}, {'id': 21, 'name': 'Unconvincing', 'count': 128}, {'id': 22, 'name': 'Fascinating', 'count': 92}, {'id': 7, 'name': 'Funny', 'count': 80}, {'id': 2, 'name': 'Confusing', 'count': 22}, {'id': 25, 'name': 'OK', 'count': 79}]",1614524
43,917,TEDxSFU,Mandy Len Catron,Mandy Len Catron: A better way to talk about love,1483977980,"[{'id': 1, 'name': 'Beautiful', 'count': 446}, {'id': 24, 'name': 'Persuasive', 'count': 174}, {'id': 10, 'name': 'Inspiring', 'count': 364}, {'id': 25, 'name': 'OK', 'count': 97}, {'id': 7, 'name': 'Funny', 'count': 123}, {'id': 22, 'name': 'Fascinating', 'count': 177}, {'id': 8, 'name': 'Informative', 'count': 215}, {'id': 9, 'name': 'Ingenious', 'count': 75}, {'id': 3, 'name': 'Courageous', 'count': 62}, {'id': 23, 'name': 'Jaw-dropping', 'count': 21}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 21, 'name': 'Unconvincing', 'count': 35}]",1802516
58,575,TED@IBM,George Tulevski,George Tulevski: The next step in nanotechnology,1484065177,"[{'id': 8, 'name': 'Informative', 'count': 272}, {'id': 9, 'name': 'Ingenious', 'count': 85}, {'id': 25, 'name': 'OK', 'count': 61}, {'id': 22, 'name': 'Fascinating', 'count': 146}, {'id': 24, 'name': 'Persuasive', 'count': 31}, {'id': 23, 'name': 'Jaw-dropping', 'count': 32}, {'id': 3, 'name': 'Courageous', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 17}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 21, 'name': 'Unconvincing', 'count': 19}, {'id': 1, 'name': 'Beautiful', 'count': 17}, {'id': 10, 'name': 'Inspiring', 'count': 59}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 18}]",1284067
18,720,TEDxBeaconStreet,Dan Bricklin,Dan Bricklin: Meet the inventor of the electronic spreadsheet,1484149970,"[{'id': 8, 'name': 'Informative', 'count': 266}, {'id': 10, 'name': 'Inspiring', 'count': 348}, {'id': 9, 'name': 'Ingenious', 'count': 177}, {'id': 7, 'name': 'Funny', 'count': 57}, {'id': 22, 'name': 'Fascinating', 'count': 213}, {'id': 23, 'name': 'Jaw-dropping', 'count': 27}, {'id': 1, 'name': 'Beautiful', 'count': 40}, {'id': 24, 'name': 'Persuasive', 'count': 30}, {'id': 3, 'name': 'Courageous', 'count': 31}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 25, 'name': 'OK', 'count': 18}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 21, 'name': 'Unconvincing', 'count': 0}]",992523
43,759,TEDxKC,Alejandro Sánchez Alvarado,"Alejandro Sánchez Alvarado: To solve old problems, study new species",1484237268,"[{'id': 1, 'name': 'Beautiful', 'count': 118}, {'id': 8, 'name': 'Informative', 'count': 187}, {'id': 10, 'name': 'Inspiring', 'count': 254}, {'id': 22, 'name': 'Fascinating', 'count': 187}, {'id': 23, 'name': 'Jaw-dropping', 'count': 38}, {'id': 24, 'name': 'Persuasive', 'count': 70}, {'id': 9, 'name': 'Ingenious', 'count': 43}, {'id': 3, 'name': 'Courageous', 'count': 20}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 7, 'name': 'Funny', 'count': 21}, {'id': 25, 'name': 'OK', 'count': 17}, {'id': 21, 'name': 'Unconvincing', 'count': 1}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",1059199
31,766,TEDWomen 2016,Sisonke Msimang,"Sisonke Msimang: If a story moves you, act on it",1484324374,"[{'id': 9, 'name': 'Ingenious', 'count': 64}, {'id': 10, 'name': 'Inspiring', 'count': 494}, {'id': 22, 'name': 'Fascinating', 'count': 126}, {'id': 8, 'name': 'Informative', 'count': 192}, {'id': 1, 'name': 'Beautiful', 'count': 180}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 3, 'name': 'Courageous', 'count': 123}, {'id': 7, 'name': 'Funny', 'count': 141}, {'id': 24, 'name': 'Persuasive', 'count': 201}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 23, 'name': 'Jaw-dropping', 'count': 25}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 25, 'name': 'OK', 'count': 60}, {'id': 21, 'name': 'Unconvincing', 'count': 19}]",1147037
266,1027,TEDSummit,Jennifer Brea,Jennifer Brea: What happens when you have a disease doctors can't diagnose,1484669356,"[{'id': 3, 'name': 'Courageous', 'count': 1027}, {'id': 8, 'name': 'Informative', 'count': 727}, {'id': 10, 'name': 'Inspiring', 'count': 897}, {'id': 24, 'name': 'Persuasive', 'count': 131}, {'id': 23, 'name': 'Jaw-dropping', 'count': 154}, {'id': 22, 'name': 'Fascinating', 'count': 126}, {'id': 1, 'name': 'Beautiful', 'count': 266}, {'id': 7, 'name': 'Funny', 'count': 11}, {'id': 9, 'name': 'Ingenious', 'count': 21}, {'id': 11, 'name': 'Longwinded', 'count': 3}, {'id': 21, 'name': 'Unconvincing', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 12}]",1406574
360,970,TEDWomen 2016,Ashley Judd,Ashley Judd: How online abuse of women has spiraled out of control,1484754934,"[{'id': 2, 'name': 'Confusing', 'count': 53}, {'id': 21, 'name': 'Unconvincing', 'count': 126}, {'id': 26, 'name': 'Obnoxious', 'count': 202}, {'id': 10, 'name': 'Inspiring', 'count': 594}, {'id': 22, 'name': 'Fascinating', 'count': 123}, {'id': 23, 'name': 'Jaw-dropping', 'count': 124}, {'id': 8, 'name': 'Informative', 'count': 332}, {'id': 1, 'name': 'Beautiful', 'count': 236}, {'id': 3, 'name': 'Courageous', 'count': 756}, {'id': 7, 'name': 'Funny', 'count': 47}, {'id': 24, 'name': 'Persuasive', 'count': 235}, {'id': 11, 'name': 'Longwinded', 'count': 27}, {'id': 9, 'name': 'Ingenious', 'count': 49}, {'id': 25, 'name': 'OK', 'count': 34}]",1422701
14,649,TEDxYouth@Sydney,Emily Parsons-Lord,Emily Parsons-Lord: Art made of the air we breathe,1484841471,"[{'id': 1, 'name': 'Beautiful', 'count': 48}, {'id': 22, 'name': 'Fascinating', 'count': 94}, {'id': 9, 'name': 'Ingenious', 'count': 49}, {'id': 8, 'name': 'Informative', 'count': 133}, {'id': 24, 'name': 'Persuasive', 'count': 30}, {'id': 23, 'name': 'Jaw-dropping', 'count': 16}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 10, 'name': 'Inspiring', 'count': 49}, {'id': 3, 'name': 'Courageous', 'count': 7}, {'id': 7, 'name': 'Funny', 'count': 17}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 25, 'name': 'OK', 'count': 43}, {'id': 2, 'name': 'Confusing', 'count': 14}]",827288
128,721,TEDxMarin,Robb Willer,Robb Willer: How to have better political conversations,1484928428,"[{'id': 1, 'name': 'Beautiful', 'count': 106}, {'id': 10, 'name': 'Inspiring', 'count': 419}, {'id': 8, 'name': 'Informative', 'count': 427}, {'id': 9, 'name': 'Ingenious', 'count': 72}, {'id': 22, 'name': 'Fascinating', 'count': 102}, {'id': 24, 'name': 'Persuasive', 'count': 414}, {'id': 3, 'name': 'Courageous', 'count': 70}, {'id': 25, 'name': 'OK', 'count': 79}, {'id': 7, 'name': 'Funny', 'count': 50}, {'id': 11, 'name': 'Longwinded', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 11}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 83}, {'id': 23, 'name': 'Jaw-dropping', 'count': 8}]",1243853
92,1099,TEDxVienna,Paul Knoepfler,Paul Knoepfler: The ethical dilemma of designer babies,1485188309,"[{'id': 8, 'name': 'Informative', 'count': 292}, {'id': 22, 'name': 'Fascinating', 'count': 132}, {'id': 21, 'name': 'Unconvincing', 'count': 33}, {'id': 10, 'name': 'Inspiring', 'count': 42}, {'id': 3, 'name': 'Courageous', 'count': 71}, {'id': 23, 'name': 'Jaw-dropping', 'count': 40}, {'id': 9, 'name': 'Ingenious', 'count': 24}, {'id': 24, 'name': 'Persuasive', 'count': 65}, {'id': 7, 'name': 'Funny', 'count': 15}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 25, 'name': 'OK', 'count': 29}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 1, 'name': 'Beautiful', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 3}]",1082248
31,715,TEDWomen 2016,Jeanne Gang,Jeanne Gang: Buildings that blend nature and city,1485274383,"[{'id': 9, 'name': 'Ingenious', 'count': 204}, {'id': 10, 'name': 'Inspiring', 'count': 340}, {'id': 1, 'name': 'Beautiful', 'count': 158}, {'id': 8, 'name': 'Informative', 'count': 162}, {'id': 22, 'name': 'Fascinating', 'count': 205}, {'id': 21, 'name': 'Unconvincing', 'count': 22}, {'id': 25, 'name': 'OK', 'count': 35}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 23, 'name': 'Jaw-dropping', 'count': 30}, {'id': 3, 'name': 'Courageous', 'count': 33}, {'id': 24, 'name': 'Persuasive', 'count': 89}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 7, 'name': 'Funny', 'count': 25}]",1035995
54,867,TED@IBM,Caleb Barlow,Caleb Barlow: Where is cybercrime really coming from?,1485360776,"[{'id': 8, 'name': 'Informative', 'count': 391}, {'id': 10, 'name': 'Inspiring', 'count': 70}, {'id': 22, 'name': 'Fascinating', 'count': 84}, {'id': 24, 'name': 'Persuasive', 'count': 117}, {'id': 3, 'name': 'Courageous', 'count': 47}, {'id': 1, 'name': 'Beautiful', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 36}, {'id': 23, 'name': 'Jaw-dropping', 'count': 21}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 25, 'name': 'OK', 'count': 31}, {'id': 7, 'name': 'Funny', 'count': 7}, {'id': 21, 'name': 'Unconvincing', 'count': 8}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 9}]",1304221
59,1211,TEDxExeter,Deeyah Khan,Deeyah Khan: What we don't know about Europe's Muslim kids,1485446543,"[{'id': 3, 'name': 'Courageous', 'count': 669}, {'id': 8, 'name': 'Informative', 'count': 319}, {'id': 10, 'name': 'Inspiring', 'count': 593}, {'id': 22, 'name': 'Fascinating', 'count': 97}, {'id': 24, 'name': 'Persuasive', 'count': 260}, {'id': 1, 'name': 'Beautiful', 'count': 142}, {'id': 9, 'name': 'Ingenious', 'count': 24}, {'id': 23, 'name': 'Jaw-dropping', 'count': 56}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 12}, {'id': 11, 'name': 'Longwinded', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 7, 'name': 'Funny', 'count': 5}]",1195885
29,479,TEDWomen 2016,Deepika Kurup,Deepika Kurup: A young scientist's quest for clean water,1485533091,"[{'id': 8, 'name': 'Informative', 'count': 172}, {'id': 9, 'name': 'Ingenious', 'count': 98}, {'id': 10, 'name': 'Inspiring', 'count': 229}, {'id': 21, 'name': 'Unconvincing', 'count': 6}, {'id': 23, 'name': 'Jaw-dropping', 'count': 14}, {'id': 25, 'name': 'OK', 'count': 27}, {'id': 3, 'name': 'Courageous', 'count': 68}, {'id': 22, 'name': 'Fascinating', 'count': 70}, {'id': 1, 'name': 'Beautiful', 'count': 36}, {'id': 24, 'name': 'Persuasive', 'count': 35}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 11, 'name': 'Longwinded', 'count': 1}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 11}]",958917
20,1308,TED2016,Sarah Parcak,Sarah Parcak: Help discover ancient ruins -- before it's too late,1485791317,"[{'id': 8, 'name': 'Informative', 'count': 134}, {'id': 9, 'name': 'Ingenious', 'count': 64}, {'id': 10, 'name': 'Inspiring', 'count': 183}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 22, 'name': 'Fascinating', 'count': 127}, {'id': 24, 'name': 'Persuasive', 'count': 50}, {'id': 3, 'name': 'Courageous', 'count': 24}, {'id': 7, 'name': 'Funny', 'count': 19}, {'id': 25, 'name': 'OK', 'count': 22}, {'id': 1, 'name': 'Beautiful', 'count': 24}, {'id': 23, 'name': 'Jaw-dropping', 'count': 17}, {'id': 26, 'name': 'Obnoxious', 'count': 1}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 21, 'name': 'Unconvincing', 'count': 2}]",799873
34,769,TEDxExeter,Alan Smith,Alan Smith: Why you should love statistics,1485877172,"[{'id': 8, 'name': 'Informative', 'count': 341}, {'id': 7, 'name': 'Funny', 'count': 114}, {'id': 9, 'name': 'Ingenious', 'count': 87}, {'id': 10, 'name': 'Inspiring', 'count': 108}, {'id': 23, 'name': 'Jaw-dropping', 'count': 21}, {'id': 22, 'name': 'Fascinating', 'count': 163}, {'id': 1, 'name': 'Beautiful', 'count': 35}, {'id': 25, 'name': 'OK', 'count': 33}, {'id': 24, 'name': 'Persuasive', 'count': 97}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 5}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 3}]",1369939
105,682,TEDxManhattanBeach,Eduardo Briceño,Eduardo Briceño: How to get better at the things you care about,1485965143,"[{'id': 3, 'name': 'Courageous', 'count': 300}, {'id': 8, 'name': 'Informative', 'count': 1252}, {'id': 9, 'name': 'Ingenious', 'count': 247}, {'id': 10, 'name': 'Inspiring', 'count': 1910}, {'id': 1, 'name': 'Beautiful', 'count': 164}, {'id': 24, 'name': 'Persuasive', 'count': 916}, {'id': 22, 'name': 'Fascinating', 'count': 470}, {'id': 11, 'name': 'Longwinded', 'count': 16}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 23, 'name': 'Jaw-dropping', 'count': 79}, {'id': 25, 'name': 'OK', 'count': 68}, {'id': 7, 'name': 'Funny', 'count': 27}, {'id': 21, 'name': 'Unconvincing', 'count': 26}, {'id': 2, 'name': 'Confusing', 'count': 5}]",2031509
133,918,TEDMED 2016,Sue Klebold,Sue Klebold: My son was a Columbine shooter. This is my story,1486051372,"[{'id': 1, 'name': 'Beautiful', 'count': 289}, {'id': 3, 'name': 'Courageous', 'count': 1145}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 21, 'name': 'Unconvincing', 'count': 25}, {'id': 26, 'name': 'Obnoxious', 'count': 14}, {'id': 10, 'name': 'Inspiring', 'count': 415}, {'id': 24, 'name': 'Persuasive', 'count': 131}, {'id': 8, 'name': 'Informative', 'count': 370}, {'id': 22, 'name': 'Fascinating', 'count': 112}, {'id': 23, 'name': 'Jaw-dropping', 'count': 78}, {'id': 7, 'name': 'Funny', 'count': 14}, {'id': 25, 'name': 'OK', 'count': 35}, {'id': 9, 'name': 'Ingenious', 'count': 6}, {'id': 11, 'name': 'Longwinded', 'count': 10}]",2359347
66,827,TEDxBeaconStreet,Nagin Cox,Nagin Cox: What time is it on Mars?,1486138005,"[{'id': 7, 'name': 'Funny', 'count': 271}, {'id': 8, 'name': 'Informative', 'count': 312}, {'id': 22, 'name': 'Fascinating', 'count': 308}, {'id': 23, 'name': 'Jaw-dropping', 'count': 23}, {'id': 9, 'name': 'Ingenious', 'count': 62}, {'id': 26, 'name': 'Obnoxious', 'count': 10}, {'id': 10, 'name': 'Inspiring', 'count': 95}, {'id': 24, 'name': 'Persuasive', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 1, 'name': 'Beautiful', 'count': 31}, {'id': 25, 'name': 'OK', 'count': 32}, {'id': 3, 'name': 'Courageous', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 9}]",1374091
125,923,TEDxPortland,Maurice Conti,Maurice Conti: The incredible inventions of intuitive AI,1486396112,"[{'id': 21, 'name': 'Unconvincing', 'count': 37}, {'id': 8, 'name': 'Informative', 'count': 420}, {'id': 10, 'name': 'Inspiring', 'count': 456}, {'id': 22, 'name': 'Fascinating', 'count': 529}, {'id': 23, 'name': 'Jaw-dropping', 'count': 184}, {'id': 9, 'name': 'Ingenious', 'count': 241}, {'id': 1, 'name': 'Beautiful', 'count': 82}, {'id': 24, 'name': 'Persuasive', 'count': 87}, {'id': 3, 'name': 'Courageous', 'count': 30}, {'id': 7, 'name': 'Funny', 'count': 30}, {'id': 25, 'name': 'OK', 'count': 23}, {'id': 11, 'name': 'Longwinded', 'count': 12}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 2}]",2759051
308,1146,TEDWomen 2016,Thordis Elva and Tom Stranger,Thordis Elva and Tom Stranger: Our story of rape and reconciliation,1486467874,"[{'id': 3, 'name': 'Courageous', 'count': 1053}, {'id': 10, 'name': 'Inspiring', 'count': 635}, {'id': 23, 'name': 'Jaw-dropping', 'count': 248}, {'id': 8, 'name': 'Informative', 'count': 203}, {'id': 1, 'name': 'Beautiful', 'count': 227}, {'id': 24, 'name': 'Persuasive', 'count': 101}, {'id': 22, 'name': 'Fascinating', 'count': 143}, {'id': 2, 'name': 'Confusing', 'count': 36}, {'id': 26, 'name': 'Obnoxious', 'count': 58}, {'id': 9, 'name': 'Ingenious', 'count': 25}, {'id': 25, 'name': 'OK', 'count': 36}, {'id': 11, 'name': 'Longwinded', 'count': 17}, {'id': 21, 'name': 'Unconvincing', 'count': 96}, {'id': 7, 'name': 'Funny', 'count': 16}]",3950921
51,746,TED@IBM,Joshua Smith,Joshua Smith: New nanotech to detect cancer early,1486569531,"[{'id': 1, 'name': 'Beautiful', 'count': 76}, {'id': 9, 'name': 'Ingenious', 'count': 72}, {'id': 22, 'name': 'Fascinating', 'count': 121}, {'id': 8, 'name': 'Informative', 'count': 184}, {'id': 10, 'name': 'Inspiring', 'count': 128}, {'id': 23, 'name': 'Jaw-dropping', 'count': 41}, {'id': 3, 'name': 'Courageous', 'count': 41}, {'id': 24, 'name': 'Persuasive', 'count': 29}, {'id': 25, 'name': 'OK', 'count': 15}, {'id': 7, 'name': 'Funny', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 21, 'name': 'Unconvincing', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 1}]",893022
33,1117,TEDxMidAtlantic,Jeff Speck,Jeff Speck: 4 ways to make a city more walkable,1486655714,"[{'id': 7, 'name': 'Funny', 'count': 67}, {'id': 8, 'name': 'Informative', 'count': 280}, {'id': 24, 'name': 'Persuasive', 'count': 136}, {'id': 9, 'name': 'Ingenious', 'count': 84}, {'id': 22, 'name': 'Fascinating', 'count': 107}, {'id': 10, 'name': 'Inspiring', 'count': 121}, {'id': 11, 'name': 'Longwinded', 'count': 11}, {'id': 1, 'name': 'Beautiful', 'count': 24}, {'id': 25, 'name': 'OK', 'count': 31}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 23, 'name': 'Jaw-dropping', 'count': 4}, {'id': 3, 'name': 'Courageous', 'count': 1}, {'id': 21, 'name': 'Unconvincing', 'count': 0}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",1354647
36,856,TEDxManchester,Aala El-Khani,Aala El-Khani: What it's like to be a parent in a war zone,1486741777,"[{'id': 8, 'name': 'Informative', 'count': 203}, {'id': 24, 'name': 'Persuasive', 'count': 86}, {'id': 10, 'name': 'Inspiring', 'count': 160}, {'id': 3, 'name': 'Courageous', 'count': 96}, {'id': 1, 'name': 'Beautiful', 'count': 70}, {'id': 23, 'name': 'Jaw-dropping', 'count': 15}, {'id': 25, 'name': 'OK', 'count': 23}, {'id': 9, 'name': 'Ingenious', 'count': 15}, {'id': 22, 'name': 'Fascinating', 'count': 38}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 21, 'name': 'Unconvincing', 'count': 14}, {'id': 7, 'name': 'Funny', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 1}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",896491
