service_request_id,date_requested,neighborhood,service,status,street_address,public_description
4183418,2023-04-08T09:01:00,Mid-City:City Heights,Graffiti - Code Enforcement,open,4676 Orange Ave,Graffiti on utility box. Sidewalk side.
4183419,2023-04-08T09:01:00,Clairemont Mesa,Pothole,open,4252 Clairemont Dr,Pothole  || LOCATION: Alley  || LANE: Center || Unknown
4183420,2023-04-08T09:02:00,Downtown,Shared Mobility Device,open,"2386 INDIA ST, San Diego, CA 92101, USA",34
4183421,2023-04-08T09:02:00,Uptown,Encampment,open,402 Date Street,Homeless encampment
4183422,2023-04-08T09:02:00,Mid-City:Kensington-Talmadge,Sidewalk Repair Issue,open,4318 47th St,Open tubing
4183423,2023-04-08T09:02:00,Mid-City:City Heights,Graffiti - Public,open,4676 Orange Ave,Graffiti utility box. Facing sidewalk .
4183424,2023-04-08T09:02:00,Pacific Beach,Pothole,open,2540 Garnet Avenue,"Multiple holes in road, have to swerve left then right to avoid damage || LOCATION: Grand Ave || LANE: 1 || Eastbound"
4183425,2023-04-08T09:03:00,Mid-City:City Heights,Graffiti - Public,open,4690 Orange Ave,Graffiti
4183426,2023-04-08T09:04:00,Clairemont Mesa,Pothole,open,4304 Clairemont Dr,Pothole  || LOCATION: Alley  || LANE: Both || Unknown
4183427,2023-04-08T09:04:00,Downtown,Tree Maintenance,open,1345 Island Avenue,Tree branch feel in and on autos.
4183428,2023-04-08T09:04:00,Skyline-Paradise Hills,Street Light Maintenance,open,"2293-1825 Manzana Way, San Diego, CA 92139, USA",The street light is not working and the area is very dark. This is a residential neighborhood.
4183429,2023-04-08T09:06:00,San Ysidro,Missed Collection,open,1631 Antares Dr,Blue container of trash not picked up on Thursday or Friday
4183431,2023-04-08T09:09:00,Mira Mesa,Pothole,open,9245 Gold Coast Drive,Pot hole  || LOCATION: Corner of Gold cost || LANE: Right  || Northbound
4183434,2023-04-08T09:10:00,Mid-City:City Heights,Missed Collection,open,4255 Copeland Ave,Missed collection
4183435,2023-04-08T09:10:00,Uptown,Pothole,open,"699 W LAUREL ST, San Diego, CA 92101, USA",Potholes and damaged aspahlt  || LOCATION: Both lanes  || LANE: Both lanes  || Eastbound
4183436,2023-04-08T09:12:00,Uptown,Illegal Dumping,open,412 Washington St,Piles of trash and stolen shopping carts again
4183439,2023-04-08T09:15:00,Mid-City:Kensington-Talmadge,Illegal Dumping,open,4344 Menlo Ave,Bulky items discarded in public right of way
4183440,2023-04-08T09:16:00,Southeastern San Diego,Traffic Signal Issue,open,Market Street,On Market St and 19th St on the SW corner. There's a traffic light for pedestrians that is not facing the crosswalk like it should.
4183441,2023-04-08T09:17:00,Mid-City:City Heights,Graffiti - Public,open,4312 Euclid Ave,Translated: Graffiti Fany
4183442,2023-04-08T09:17:00,Uptown,Pothole,open,3839 Fifth Ave,Damaged asphalt  || LOCATION: Right side  || LANE: Right  || Northbound
4183443,2023-04-08T09:19:00,Downtown,Encampment,open,"944 BROADWAY, San Diego, CA 92101, USA",ENCAMPMENT
4183445,2023-04-08T09:21:00,Mid-City:City Heights,Missed Collection,open,4790 Orange Ave,Missed collection for recyclables
4183446,2023-04-08T09:23:00,Mid-City:Kensington-Talmadge,Graffiti - Public,open,4480 Menlo Ave,Graffiti on utility box
4183447,2023-04-08T09:24:00,Old Town San Diego,Traffic Signal Issue,open,2728 Congress Street,"On Congress Street & Telegraph Way next to the Old Town transit center, there is a dead red light on the NW corner facing just a walkway. I hope the picture helps because apparently the city has trouble finding this signal."
4183448,2023-04-08T09:25:00,Navajo,Pothole,open,6281 Lake Arrowhead Dr,Pot hole || LOCATION: In front of 6281 lake arrowhead dr || LANE: Middle of road
4183450,2023-04-08T09:25:00,La Jolla,Weed Cleanup,open,8975 Caminito Fresco,Weeds blocking line of sight at intersection
4183451,2023-04-08T09:26:00,Otay Mesa-Nestor,Street Sweeping,open,1801 Palm Avenue,Street Tree cleaning.
4183453,2023-04-08T09:28:00,Mira Mesa,Pothole,open,5955 Mira Mesa Blvd,Loooong pothole || LOCATION: Loooong lion pothole || LANE: Right || Eastbound
4183455,2023-04-08T09:29:00,Mid-City:Normal Heights,Graffiti - Public,open,3909 Adams Ave,Graffiti gamg related
4183456,2023-04-08T09:29:00,Otay Mesa,Parking,open,5300?5316 Quarterdeck Ln,Abandoned vehicle with 3 flat tires that has been here for over 2 months. I filed a report 3 weeks ago and you guys said that you sent an officer out and the vehicle is not there and it is still there. It?s been there for almost 2 months.
4183457,2023-04-08T09:29:00,Uptown,Pothole,open,501?573 Brookes Ave,How many more years are cars going to be damaged from this?????
4183458,2023-04-08T09:30:00,Downtown,Illegal Dumping,open,1045 9th Ave,TRASH
4183460,2023-04-08T09:31:00,Uptown,Illegal Dumping,open,3577 Fifth Ave,EWaste on sidewalk
4183461,2023-04-08T09:32:00,Mira Mesa,Pothole,open,6715 Mira Mesa Blvd,Pot hole || LOCATION: Main || LANE: Main || Northbound
4183462,2023-04-08T09:33:00,University,Parking,open,"8498-8490 Via Mallorca, La Jolla, CA 92037, USA",Several cars with cypress overload.com are parking on the street for weeks.  This is a business and they are using the streets as a parking lot to store their inventory of vehicles.
4183464,2023-04-08T09:33:00,College Area,Other,open,4430 Dayton St,People at 4430 Dayton St. continue to block the alley please SDPD come through and take these cars again it?s the same people doing the same thing over and over and over
4183466,2023-04-08T09:34:00,University,Parking,open,6087 Scripps Street,Dilapidated truck parked on street for at least 3 weeks on Scripps street 92122
4183468,2023-04-08T09:35:00,Southeastern San Diego,Weed Cleanup,open,4040 Alpha St,"Weeds continue to take over the pedestrians sidewalk, this particular section it?s used by families going and coming back from school, two months ago I summited a similar report look at these pictures and compare from the last report #04099261 this getting out of hand!"
4183471,2023-04-08T09:37:00,Navajo,Stormwater Code Enforcement,open,"6300 PARK RIDGE BL, San Diego, CA 92120, USA",Water coming from spout
4183473,2023-04-08T09:39:00,Clairemont Mesa,Sidewalk Repair Issue,open,4716 Edison Street,Raised sidewalk
4183474,2023-04-08T09:40:00,Uptown,Pavement Maintenance,open,"106 THORN ST, San Diego, CA 92103, USA",Chronic daily flooding for over a decade. Large pothole too
4183475,2023-04-08T09:41:00,Mid-City:Eastern Area,Missed Collection,open,"4570 PATRIA DR, San Diego, CA 92115",Missed greens collections.
4183476,2023-04-08T09:43:00,Downtown,Encampment,open,1633 Market St,Encampment
4183477,2023-04-08T09:43:00,North Park,Parking,open,3111 Meade Ave,Sidewalk blocked
4183479,2023-04-08T09:45:00,Encanto Neighborhoods,Parking,open,5314 San Bernardo Terrace,Dumping cars and taking up parking
4183480,2023-04-08T09:45:00,North Park,Graffiti - Public,open,2867 El Cajon Boulevard,Grafitti
4183482,2023-04-08T09:45:00,Downtown,Encampment,open,540 15th St,Scooter
4183484,2023-04-08T09:46:00,Downtown,Encampment,open,1700?1744 Island Ave,Encampments
4183485,2023-04-08T09:46:00,Downtown,Pothole,open,"1011 W GRAPE ST, San Diego, CA 92101, USA",Pothole  || LOCATION: Right  || LANE: Right hand lane || Eastbound
4183486,2023-04-08T09:46:00,Downtown,Shared Mobility Device,open,540 15th St,Scooter
4183488,2023-04-08T09:47:00,Mid-City:Eastern Area,Stormwater,open,Chollas Station Rd,Exposed drinking water pipe in Lake Chollas canyon
4183489,2023-04-08T09:48:00,Ocean Beach,Weed Cleanup,open,5149 Brighton Ave,Can the city please come and clean up the weeds all around OB??
4183491,2023-04-08T09:48:00,Downtown,Pothole,open,1072?1088 W Grape St,Pothole || LOCATION: Pothole next to a round man hike cover || LANE: Left hand ksne || Eastbound
4183492,2023-04-08T09:49:00,Mid-City:City Heights,Encampment,open,3502 Dwight St,Many encampments and multiple fires daily
4183494,2023-04-08T09:50:00,Ocean Beach,Street Sweeping,open,5173 Brighton Ave,"Sans been like this for weeks now, and the city needs to come out and make the sidewalks possible for the handicap and small families with carriages"
4183495,2023-04-08T09:50:00,Ocean Beach,Shared Mobility Device,open,1652 Sunset Cliffs Blvd,35
4183497,2023-04-08T09:51:00,Carmel Valley,Traffic Signal Issue,open,"MC GUIRE DR & CARMEL COUNTRY RD,, 92130",NO INFO GIVEN PER CALLER LIGHTS ARE ON A 4-WAY FLASH BECOMING SAFETY ISSUE WITH PEDESTRIANS TRYING TO CROSS ST.
4183500,2023-04-08T09:53:00,Ocean Beach,Shared Mobility Device,open,4794 Del Monte Ave,64
4183502,2023-04-08T09:55:00,Skyline-Paradise Hills,Missed Collection,open,"2461 CALLE SERENA, San Diego, CA 92139",Missed collection for organics. leaving container  out this weekend because have a hard time putting container back in.
4183504,2023-04-08T09:56:00,Downtown,Other,open,1534 Union Street,Stormwater left 2 signs in front of 300 West Beech Street several weeks ago. People sometimes put them on the sidewalk blocking pedestrian access and on the street to confuse people.
4183505,2023-04-08T09:58:00,Downtown,Shared Mobility Device,open,W Ash St,"#04183292, 04182830, 04182657, 04182151  I started reporting this 20 hours ago. Bird lied when they closed the first report. All they did was move it a few feet onto the dirt. Bird is still illegally parked at the corner of Ash and Pac Hwy. it is not in a corral."
4183506,2023-04-08T09:58:00,Ocean Beach,Shared Mobility Device,open,4885 Newport Ave,36
4183507,2023-04-08T09:58:00,Mid-City:Kensington-Talmadge,Missed Collection,open,"4744 Terrace Dr, San Diego, CA 92116, USA",Our garbage pickup was skipped 3/31 and 4/7 (two weeks in a row missed).  Same for neighbors in the same street
4183508,2023-04-08T09:59:00,Ocean Beach,Shared Mobility Device,open,4885 Newport Ave,65
4183509,2023-04-08T10:00:00,Serra Mesa,Missed Collection,open,"9202 Ronda Ave, San Diego, CA 92123, USA",Missed collection trash.
4183510,2023-04-08T10:01:00,Mid-City:Eastern Area,Illegal Dumping,open,"2300 Balboa Vista Dr, San Diego, CA 92105, USA",Mattress and box springs dumped on public walkway
4183513,2023-04-08T10:05:00,Kearny Mesa,Parking,open,"8139 Engineer Rd, San Diego, CA 92111, USA",Parked on city street for way past 72 hours.
4183514,2023-04-08T10:07:00,Kearny Mesa,Parking,open,"8139 Engineer Rd, San Diego, CA 92111, USA",Parked on a city street for over a week - no license plate
4183515,2023-04-08T10:08:00,Mid-City:Kensington-Talmadge,Missed Collection,open,4260 Adams Ave,Trash not collected  ?  This is the second week lately that they haven?t picked up the trash on Friday Are they coming at some point? Do we leave it out?
4183516,2023-04-08T10:08:00,Midway-Pacific Highway,Graffiti - Public,open,3370 Kettner Blvd,Graffiti on utility box  please remove  thank you
4183517,2023-04-08T10:09:00,Mid-City:Eastern Area,Missed Collection,open,"6328 Malcolm Dr, San Diego, CA 92115, USA",Missed collection trash. states at least 3 other residents there is issues with parking due to church service.
4183518,2023-04-08T10:09:00,Midway-Pacific Highway,Graffiti - Public,open,3420 Kettner Blvd,Graffiti on utility box  please remove  thank you
4183519,2023-04-08T10:09:00,Midway-Pacific Highway,Graffiti - Code Enforcement,open,3420 Kettner Blvd,Graffiti on utility box  please remove  thank you
4183521,2023-04-08T10:10:00,Midway-Pacific Highway,Graffiti - Public,open,3444 Kettner Blvd,Graffiti on utility box  please remove  thank you
4183522,2023-04-08T10:10:00,Midway-Pacific Highway,Graffiti - Code Enforcement,open,3501?3571 California St,Graffiti on utility box  please remove  thank you
4183523,2023-04-08T10:11:00,Mira Mesa,Parking,open,10886 Via San Blas,Car parked in front of hydrant
4183524,2023-04-08T10:11:00,North Park,Parking,open,4719 Hamilton Street,Car on my bumper
4183525,2023-04-08T10:11:00,Midway-Pacific Highway,Graffiti - Code Enforcement,open,1623?1647 Hancock St,Graffiti on utility box  please remove  thank you
4183526,2023-04-08T10:11:00,Ocean Beach,Shared Mobility Device,open,5142 W Point Loma Blvd,38
4183528,2023-04-08T10:11:00,Midway-Pacific Highway,Graffiti - Public,open,1649?1699 Hancock St,Graffiti on utility box  please remove  thank you
4183529,2023-04-08T10:12:00,Uptown,Graffiti - Public,open,600?640 W Washington St,Graffiti on curb  please remove  thank you
4183530,2023-04-08T10:13:00,Uptown,Graffiti - Public,open,939?949 W Washington St,Graffiti on construction site  please remove  thank you
4183531,2023-04-08T10:14:00,Carmel Valley,Parking,open,"4238 CARMEL CENTER RD, San Diego, CA 92130, USA",Car parked for 2 weeks
4183532,2023-04-08T10:14:00,Midway-Pacific Highway,Graffiti - Public,open,India St,Graffiti on entrance to tunnel  please remove  thank you
4183533,2023-04-08T10:14:00,Greater Golden Hill,Graffiti - Public,open,2718 B St,Graffiti along retaining wall at 2718 B St
4183534,2023-04-08T10:14:00,Downtown,Graffiti - Public,open,2215 India St,Graffiti on mail box  please remove  thank you
4183535,2023-04-08T10:15:00,Clairemont Mesa,Pothole,open,"5203-5245 Acuna St, San Diego, CA 92117, USA",Joint between acuna street and limerick is crumbling. Potholes starting to form. May you please fill??  Thank you. || Describe the exact location of the pothole on the street./Area where Acuna street and limerick streets join. On both sides. East bound and west bound. || Which lane is the pothole in?/Both. || What is the direction of travel?/
4183536,2023-04-08T10:15:00,Downtown,Graffiti - Public,open,1971 India St,Graffiti on building please remove  thank you
4183537,2023-04-08T10:15:00,North Park,Pothole,open,3152 University Ave,"Large pothole  || LOCATION: University on iowa || LANE: North, right lane || Westbound"
4183538,2023-04-08T10:16:00,Mission Valley,Encampment,open,"San Diego River Bikeway, San Diego, CA 92110, USA",Bike path to Mission Valley YMCA by Morena Blvd. Not safe
4183539,2023-04-08T10:16:00,Downtown,Graffiti - Public,open,1900?1998 India St,Graffiti on building  please remove  thank you
4183540,2023-04-08T10:16:00,Ocean Beach,Shared Mobility Device,open,4685 W Point Loma Blvd,39
4183541,2023-04-08T10:16:00,Encanto Neighborhoods,Parking,open,1105 Kelton Rd,Abandoned Trailer
4183542,2023-04-08T10:16:00,North Park,Pothole,open,3152 University Ave,"Large pothole  || LOCATION: University on iowa || LANE: North, right lane || Westbound"
4183543,2023-04-08T10:16:00,Downtown,Graffiti - Public,open,701?775 W Fir St,Graffiti on fence  please remove  thank you
4183545,2023-04-08T10:17:00,Midway-Pacific Highway,Graffiti - Public,open,3150 Kettner Blvd,Graffiti on pillar   please remove  thank you
4183546,2023-04-08T10:18:00,North Park,Graffiti - Public,open,3404?3440 Ray St,Graffiti
4183547,2023-04-08T10:18:00,North Park,Pothole,open,"3900 IOWA ST, San Diego, CA 92104, USA","Extremely large, deep pothole || LOCATION: University and Iowa || LANE: North, right hand lane || Westbound"
4183548,2023-04-08T10:18:00,Midway-Pacific Highway,Graffiti - Public,open,3555 Pacific Hwy,MASSIVE Graffiti on building facing the RR tracks  please remove  thank you
4183549,2023-04-08T10:18:00,Navajo,Parking,open,7409 Princess View Dr,2 Illegally parked big rig 18 wheelers
4183550,2023-04-08T10:18:00,Midway-Pacific Highway,Graffiti - Public,open,3330 California St,Graffiti on wall  please remove  thank you
4183551,2023-04-08T10:19:00,Mid-City:City Heights,Traffic Sign Maintenance,open,3473 Wightman St,Sign on ground
4183552,2023-04-08T10:19:00,Mid-City:Normal Heights,Graffiti - Public,open,3450 El Cajon Blvd,Graffiti
4183553,2023-04-08T10:19:00,Mid-City:Normal Heights,Encampment,open,4344 40th St,Homeless encampment starting
4183554,2023-04-08T10:19:00,Mid-City:Normal Heights,Graffiti - Public,open,3450 El Cajon Blvd,Graffiti
4183556,2023-04-08T10:20:00,Mid-City:Normal Heights,Graffiti - Public,open,3450 El Cajon Blvd,Graffiti
4183557,2023-04-08T10:20:00,Midway-Pacific Highway,Parking,open,3330 California St,Wrecked vehicle   Please remove  thank you
4183558,2023-04-08T10:21:00,Navajo,Other,open,7409 Princess View Dr,Illegally parked big rigs blocking fire hydrant!
4183559,2023-04-08T10:21:00,Midway-Pacific Highway,Illegal Dumping,open,1749?1779 Hancock St,Please remove all this debris   Thank you
4183560,2023-04-08T10:22:00,Mid-City:Eastern Area,Encampment,open,6737 El Cajon Blvd,Homeless encampment
4183563,2023-04-08T10:23:00,Clairemont Mesa,Stormwater,open,4451 HERMOSA WAY,REF WO 20300233281. STORMWATER PUT UP BARRICADES BUT THEY HAVE BEEN KICKED DOWN AND POSE A HAZARD.
4183565,2023-04-08T10:24:00,Mira Mesa,Pothole,open,"Arcturus Way & Bootes St, San Diego, CA 92126, USA","Two potholes on the intersection of Arcturus Way and Bootes St.  This is the 2nd time this problem was reported.  It was reported completed last week but it was never done.  || Describe the exact location of the pothole on the street./At the end of northbound of Arcturus way towards Bootes St, the two potholes are on both lanes.  || Which lane is the pothole in?/Both lanes of Arcturus way.|| What is the direction of travel?/Northbound"
4183566,2023-04-08T10:24:00,Mira Mesa,Pothole,open,9700 Reagan Road,E on Mira Mesa c/s CAMINO Ruiz and New Salem. Fast lane deep hole. || LOCATION: MIRA MESA/ NEW SALEM  || LANE: Fast lane || Eastbound
4183567,2023-04-08T10:26:00,San Ysidro,Missed Collection,open,"3786 Shooting Star Dr, San Diego, CA 92173, USA",Missed recycle blue container.
4183568,2023-04-08T10:27:00,Balboa Park,Parks Issue,open,Balboa Dr,Homeless items left on playground equipment
4183570,2023-04-08T10:29:00,North Park,Illegal Dumping,open,"2025 Cypress Ave., San Diego, CA 92104, USA",Discarded toilets desks and other large items
4183571,2023-04-08T10:31:00,Mid-City:Eastern Area,Graffiti - Public,open,5442 Grape St,Graffiti
4183572,2023-04-08T10:32:00,Mission Bay Park,Shared Mobility Device,open,Mission Bay Park,Forty
4183573,2023-04-08T10:33:00,Mission Beach,Shared Mobility Device,open,3116 Mission Blvd,41
4183575,2023-04-08T10:34:00,Mid-City:City Heights,Parking,open,"Home Av & Fairmount Av, San Diego, CA 92105, USA",This black or grey Ford Mustang GT has been on our property since Monday 4/3/2023. The vehicle has been abandoned. Vehicle is inside the Goodwill parking lot.
4183585,2023-04-08T10:42:00,Mid-City:Kensington-Talmadge,Missed Collection,open,"4250 Adams Ave, San Diego, CA 92116, USA",The houses on our block didn?t get our trash picked up and they?re out on the street still.
4183588,2023-04-08T10:44:00,Military Facilities,Pothole,open,9670?9688 Miramar Rd,Potholes  || LOCATION: Miramar rd beforesoapy joes || LANE: Middle || Westbound
4183590,2023-04-08T10:45:00,Downtown,ROW Maintenance,open,191 West Beech Street,Curb not painted red
4183592,2023-04-08T10:46:00,Pacific Beach,Parking,open,1126 Hornblend St,RV camped on public street - 72 hrs
4183593,2023-04-08T10:47:00,Scripps Miramar Ranch,Encampment,open,Mira Mesa Blvd,Camping
4183597,2023-04-08T10:48:00,Mid-City:City Heights,Missed Collection,open,"3103 38th St, San Diego, CA 92105, USA",Missed collection green container.
4183598,2023-04-08T10:50:00,Mid-City:Kensington-Talmadge,Parking,open,4450 Monroe Ave,Abandon Car
4183599,2023-04-08T10:50:00,Downtown,Street Light Maintenance,open,1235 K St,Exposed wires coming out of light post on South west corner
4183600,2023-04-08T10:50:00,Mid-City:Eastern Area,Missed Collection,open,"6287 ESTELLE ST, San Diego, CA 92115",Resident reports recycling was missed Friday
4183601,2023-04-08T10:51:00,Pacific Beach,Encampment,open,1888 Thomas Avenue,Homeless living in truck
4183602,2023-04-08T10:52:00,Rancho Penasquitos,Sidewalk Repair Issue,open,9350 Vervain St,Broken sidewalk
4183603,2023-04-08T10:53:00,Carmel Mountain Ranch,Sidewalk Repair Issue,open,13717 Stoney Gate Pl,Uneven sidewalk
4183604,2023-04-08T10:53:00,Downtown,Encampment,open,900?944 Seventh Ave,Homeless encampment
4183605,2023-04-08T10:54:00,Downtown,Encampment,open,901 Seventh Ave,Homeless encampment
4183606,2023-04-08T10:54:00,Downtown,Encampment,open,801?899 Seventh Ave,Homeless encampment
4183607,2023-04-08T10:54:00,Barrio Logan,ROW Maintenance,open,"2198-2100 Main St, San Diego, CA 92113, USA","The west side of Mainstreet in this area has unclear markings for parking, and also does not have curbing in some areas. This makes parking and unloading difficult."
4183610,2023-04-08T10:54:00,Downtown,Encampment,open,732 F St,Homeless encampment
4183611,2023-04-08T10:56:00,Downtown,Encampment,open,1600?1998 California St,Homeless Encampments
4183613,2023-04-08T10:56:00,University,Pothole,open,"3696 NOBEL DR, San Diego, CA 92122, USA",Large pothole  || LOCATION: Nobel and caminito plaza centro || LANE: Bike lane || Westbound
4183615,2023-04-08T10:57:00,Linda Vista,Pothole,open,5302 Napa St,Many potholes || LOCATION: Entire road || LANE: All || Unknown
4183623,2023-04-08T11:04:00,Mission Beach,Shared Mobility Device,open,3991 Mission Blvd,42
4183624,2023-04-08T11:05:00,Mission Beach,Shared Mobility Device,open,"4026 MISSION BL, San Diego, CA 92109, USA",42
4183625,2023-04-08T11:06:00,Skyline-Paradise Hills,Missed Collection,open,"5903 Bataan Cir, San Diego, CA 92139, USA",Missed collection green compost. Has been missed three times in a row stinky smell please go out to pick up.
4183627,2023-04-08T11:08:00,North Park,Other,open,4234 Oregon St,Construction Work on Sunday- loud cussing
4183635,2023-04-08T11:14:00,Peninsula,Pothole,open,"1871 Santa Barbara St, San Diego, CA 92107, USA","potholes, street damage. large chucks of asphalt are dislodged from street. potholes and street damage date back to sewer group 721|| Describe the exact location of the pothole on the street./potholes at the intersection on Santa Barbara and alley between Newport to Niagara. damage began during sewer group 721 work.|| Which lane is the pothole in?/Center/North|| What is the direction of travel?/Northbound"
4183636,2023-04-08T11:14:00,Rancho Bernardo,Traffic Signal Issue,open,Bernardo Plaza Ct,Southbound left turn signal not working
4183638,2023-04-08T11:14:00,Linda Vista,Street Sweeping,open,5226 Cushman Pl,Street Sweeper
4183640,2023-04-08T11:15:00,Pacific Beach,Shared Mobility Device,open,4687 Mission Blvd,43
4183641,2023-04-08T11:16:00,Uptown,Encampment,open,1898 West Washington Street,Homeless encampments on sidewalk under this bridge
4183642,2023-04-08T11:16:00,San Ysidro,Pothole,open,3310 Beyer Blvd,Pothole || LOCATION: Darymart || LANE: Left lane  || Eastbound
4183643,2023-04-08T11:16:00,Encanto Neighborhoods,Encampment,open,5601?5699 Ebbs Pl,Tent city
4183645,2023-04-08T11:17:00,Linda Vista,Stormwater,open,"1548 DORCAS ST, San Diego, CA 92110, USA",Canyon Erosion
4183648,2023-04-08T11:17:00,Rancho Penasquitos,Street Light Maintenance,open,13891 Bassmore Dr,"Street lamp post - light is out, need repair."
4183656,2023-04-08T11:20:00,Southeastern San Diego,Encampment,open,318 19th St,"Transient criminals destroying public property, encroaching on and impeding public and private property, in plain view fencing of stolen property and other hazards are ongoing"
4183657,2023-04-08T11:21:00,Clairemont Mesa,Parking,open,"4921 Della Pl, San Diego, CA 92117, USA",Wrecked car  looks like it could have been stolen.
4183658,2023-04-08T11:21:00,Mira Mesa,Parking,open,7752 Acama St,Parking violations
4183660,2023-04-08T11:23:00,Clairemont Mesa,Illegal Dumping,open,3109 Mount Carol Dr,Abandon trailer
4183661,2023-04-08T11:23:00,Tierrasanta,Street Sweeping,open,11458 Azucena Dr,Trash truck broke down in front of my house and spilled sand and oil everywhere.
4183662,2023-04-08T11:24:00,Mid-City:Normal Heights,Parking,open,4388 McClintock Street,Vehicle Blocking Driveway
4183663,2023-04-08T11:24:00,Pacific Beach,Shared Mobility Device,open,727 Sapphire St,44
4183664,2023-04-08T11:25:00,Southeastern San Diego,Graffiti - Public,open,417?499 22nd St,"Why SDUSD has not removed and/or cleaned this gang graffiti, after more than two weeks of complaints, is lost on residents"
4183665,2023-04-08T11:25:00,Downtown,Pothole,open,109 Broadway,Several deep potholes in the middle of intersection Carmel mountain road and Conference way. || LOCATION: Intersection of Carmel mountain road and Conference way.  || LANE: Several deep potholes middle of intersec || Northbound
4183669,2023-04-08T11:27:00,Mid-City:Kensington-Talmadge,Missed Collection,open,"4494 44th St, San Diego, CA 92115, USA",recycling not picked up in entire neighborhood
4183672,2023-04-08T11:29:00,Mid-City:City Heights,Sidewalk Repair Issue,open,"4404 DWIGHT ST, San Diego, CA 92105, USA",Grass taking over sidewalk
4183673,2023-04-08T11:30:00,North Park,Parking,open,2045 University Ave,15min parking
4183674,2023-04-08T11:31:00,Mid-City:City Heights,Graffiti - Public,open,3821 Shiloh Road,Graffiti on wall at alley at 4831 Shiloh.
4183675,2023-04-08T11:31:00,Mid-City:City Heights,Missed Collection,open,3638 Marlborough Ave,Missed collection
4183678,2023-04-08T11:40:00,Downtown,Encampment,open,741 15th St,Homeless encampment
4183679,2023-04-08T11:40:00,Downtown,Encampment,open,862 7th Avenue,Abandoned property
4183680,2023-04-08T11:43:00,University,Street Sweeping,open,Miramar Rd,"Gravel in bike lane on Miramar traveling east from Nobel deep enough to prevent a road bike from riding, creating a dangerous crash hazard. There are also multiple hazards all the way along Miramar traveling east to Kearny Villa."
4183683,2023-04-08T11:46:00,Clairemont Mesa,Parking,open,2900?2924 Camino Coralino,RV stored on street in excess of 72 hours 2901 Camino coralino
4183684,2023-04-08T11:47:00,Mid-City:Kensington-Talmadge,Missed Collection,open,4926 Adams Ave,Recycle not picked up
4183686,2023-04-08T11:47:00,Mid-City:Kensington-Talmadge,Missed Collection,open,4369 Marlborough Ave,Missed greens pickup again
4183690,2023-04-08T11:51:00,Peninsula,Graffiti - Public,open,1070 Novara St,Safety hazard - Somebody painted the street lamp outside our house. Would like the paint removed so the light can shine. Submitted previously (a couple of years ago) but wasn?t addressed. Thank you!
4183691,2023-04-08T11:51:00,Clairemont Mesa,Waste on Private Property,open,4149?4199 Lister St,"More trash at offshore on lister street. How many times do i need to report this? Someone dumped what looks like a window of some sort into my side yard. Also, more trash snd drinking containers on the street. Why hasn?t ABC gotten involved with the drinking containers? I reported this to them months ago. I believe ppl are leaving the bar with open containers."
4183692,2023-04-08T11:52:00,North Park,Parking,open,2045 University Ave,He is here like one day
4183693,2023-04-08T11:54:00,Clairemont Mesa,Environmental Services Code Compliance,open,"5924 Camber Dr, San Diego, CA 92117, USA",Trash & Greenery containers still sitting at curbside Sat  noon when pickup is Thur am every week
4183696,2023-04-08T11:55:00,La Jolla,Shared Mobility Device,open,1024?1098 Coast Blvd,86
4183698,2023-04-08T11:56:00,Peninsula,Parking,open,2907 Shelter Island Drive,Abandoned vehicle
4183699,2023-04-08T11:56:00,Mission Beach,Parks Issue,open,3084?3096 Ocean Front Walk,Street vendors
4183700,2023-04-08T11:56:00,Mid-City:Eastern Area,Parking,open,3903 Donna Avenue,Over Park
4183702,2023-04-08T11:57:00,Mission Beach,Parks Issue,open,3084?3096 Ocean Front Walk,Street vendors
4183703,2023-04-08T11:58:00,Mid-City:City Heights,Environmental Services Code Compliance,open,5152 Towle Court,Trash company has left their dumpster on the street and people are leaving trash in street
4183704,2023-04-08T11:58:00,Skyline-Paradise Hills,Missed Collection,open,"988 OSAGE ST, San Diego, CA 92114, USA","Missed trash collection on Thursday, 4/6/23"
4183705,2023-04-08T11:59:00,Mission Beach,Parks Issue,open,Mission Beach,Street vendors
4183706,2023-04-08T11:59:00,North Park,Missed Collection,open,"2125 El Cajon Blvd, San Diego, CA 92104, USA",Trash was not picked up from alley parallel to El jacon on the south side between Mississippi and Alabama.
4183707,2023-04-08T12:01:00,Skyline-Paradise Hills,Missed Collection,open,6730 Anton Ln,Missed Collection
4183708,2023-04-08T12:02:00,Clairemont Mesa,Parking,open,"Manitou Way, San Diego, CA 92117, USA",This vehicle is a trailer with the boat attached to trailer.owner keeps parking boat on trailer on Manitou way . Street has limited parking and boat is parked without moving for weeks.
4183709,2023-04-08T12:03:00,North Park,Missed Collection,open,"2125 El Cajon Blvd, San Diego, CA 92104, USA","I have no received the new ""Greens"" container and I have seen most of my neighbors have."
4183710,2023-04-08T12:03:00,Encanto Neighborhoods,Illegal Dumping,open,6550 Madrone Ave,Illegal dumping
4183711,2023-04-08T12:04:00,Uptown,Illegal Dumping,open,"185 PENNSYLVANIA AV, San Diego, CA 92103, USA",Trash and abandoned waste receptacles
